,Unnamed: 0,content,recipient,sender,sentOnBehalfOf,session,block
235,235,,eng2,con2,con2,1903,
236,236, ?This task will end in 5 minutes.,vc2,con2,con2,1903,
236,236,"The Martian Analysis Group would like to finalize the inputs and begin the signoff,",vc2,con2,con2,1903,
236,236,please input your values now and signoff when you are ready.?,vc2,con2,con2,1903,
236,236,,vc2,con2,con2,1903,
237,237, ?This task will end in 5 minutes.,con3,con2,con2,1903,
237,237,"The Martian Analysis Group would like to finalize the inputs and begin the signoff,",con3,con2,con2,1903,
237,237,please input your values now and signoff when you are ready.?,con3,con2,con2,1903,
237,237,,con3,con2,con2,1903,
238,238, ?This task will end in 5 minutes.,con1,con2,con2,1903,
238,238,"The Martian Analysis Group would like to finalize the inputs and begin the signoff,",con1,con2,con2,1903,
238,238,please input your values now and signoff when you are ready.?,con1,con2,con2,1903,
238,238,,con1,con2,con2,1903,
239,239,"we were ready 30 min ago and did all,",con2,con1,con1,1903,
239,239,"so I think we are done )
",con2,con1,con1,1903,
240,240,"i just got ur message now,",con2,con1,con1,1903,
240,240,"guess messages delayed for 30 mins
",con2,con1,con1,1903,
241,241,Dryan' polneyshaya,con3,eng3,eng3,1903,
242,242,"Hello,",vc2,geo1,geo1,1904,
242,242,please let us know when the crew is online and ready to begin,vc2,geo1,geo1,1904,
243,243,"Hello,",vc1,geo1,geo1,1904,
243,243,please let us know when the crew is online and ready to begin,vc1,geo1,geo1,1904,
244,244,"Hello,",eng2,con2,con2,1904,
244,244,please let us know when the crew is online and ready to begin,eng2,con2,con2,1904,
245,245,"Hello,",eng3,con2,con2,1904,
245,245,please let us know when the crew is online and ready to begin,eng3,con2,con2,1904,
246,246,"Hello,",con1,con2,con2,1904,
246,246,please let us know when the crew is online and ready to begin,con1,con2,con2,1904,
247,247,"Hello,",eng2,vc3,vc3,1904,
247,247,please let us know when the crew is online and ready to begin,eng2,vc3,vc3,1904,
248,248,"Hello,",eng3,vc3,vc3,1904,
248,248,please let us know when the crew is online and ready to begin,eng3,vc3,vc3,1904,
249,249,"Hello,",eng1,geo1,geo1,1904,
249,249,please let us know when the crew is online and ready to begin,eng1,geo1,geo1,1904,
250,250,"Hello,",eng2,geo1,geo1,1904,
250,250,please let us know when the crew is online and ready to begin,eng2,geo1,geo1,1904,
251,251,"Hello,",con1,geo1,geo1,1904,
251,251,please let us know when the crew is online and ready to begin,con1,geo1,geo1,1904,
252,252,"Hello,",eng3,geo1,geo1,1904,
252,252,please let us know when the crew is online and ready to begin,eng3,geo1,geo1,1904,
253,253,Fluid Engineer: we are ready,teamGeo,teamEng,eng3,1904,
254,254,"Mechanical Engineer: Hi,",teamEng,teamEng,eng2,1904,
254,254,we are here,teamEng,teamEng,eng2,1904,
255,255,Fluid Engineer: we are ready!,teamEng,teamEng,eng3,1904,
256,256,we are ready!,geo1,eng2,eng2,1904,
257,257,hello.,con2,con3,con3,1904,
257,257,Are you ready to work?,con2,con3,con3,1904,
258,258,We're ready,geo2,vc1,vc1,1904,
259,259,Operations Specialist: Hi we are ready to work,teamGeo,teamConstr,con1,1904,
260,260,hi!,geo2,vc2,vc2,1904,
261,261,"Hydrogeologist: great,",teamEng,teamGeo,geo1,1904,
261,261,we have 45 minutes,teamEng,teamGeo,geo1,1904,
262,262,great we have 45 minutes,eng2,geo1,geo1,1904,
263,263,"Hydrogeologist: great,",teamvc,teamGeo,geo1,1904,
263,263,we have 45 minutes,teamvc,teamGeo,geo1,1904,
264,264,"Hydrogeologist: great,",teamConstr,teamGeo,geo1,1904,
264,264,we have about 39 minutes left,teamConstr,teamGeo,geo1,1904,
265,265,Fluid Engineer: Now we are ready to finish!,teamGeo,teamEng,eng3,1904,
266,266,hi.,con3,con2,con2,1904,
266,266,yes i am,con3,con2,con2,1904,
267,267,hi!,vc2,geo2,geo2,1904,
267,267,(sending this with 31 minutes left),vc2,geo2,geo2,1904,
268,268,we are done,con2,eng2,eng2,1904,
269,269,"Operations Specialist: We are done,",teamGeo,teamConstr,con1,1904,
269,269,"can you please sign off )
",teamGeo,teamConstr,con1,1904,
270,270,we are ready to finish,vc3,eng2,eng2,1904,
271,271,Hydrogeologist: The MAG is taking a final look at everything on our end and then we will signoff.,teamConstr,teamGeo,geo1,1904,
271,271,Thanks!,teamConstr,teamGeo,geo1,1904,
271,271,,teamConstr,teamGeo,geo1,1904,
272,272,Martian Meteorology Specialist: Everyone would like to know when we can proceed?,teamGeo,teamvc,vc1,1904,
273,273,ok we are good to go too,eng2,con2,con2,1904,
274,274,"ok we are too
",eng2,vc3,vc3,1904,
275,275,Biochemical Engineer: i'm ready to submit,teamGeo,teamEng,eng1,1904,
276,276,Structural Geologist: i am signing off now,teamConstr,teamGeo,geo2,1904,
277,277,Hydrogeologist: Done!,teamConstr,teamGeo,geo1,1904,
278,278,"Hello,",con2,geo1,geo1,1905,
278,278,please let us know when the crew is online and ready to begin.,con2,geo1,geo1,1905,
279,279,"Hello,",con1,geo1,geo1,1905,
279,279,please let us know when the crew is online and ready to begin.,con1,geo1,geo1,1905,
280,280,"Hello,",eng2,geo1,geo1,1905,
280,280,please let us know when the crew is online and ready to begin.,eng2,geo1,geo1,1905,
281,281,"Hello,",eng3,geo1,geo1,1905,
281,281,please let us know when the crew is online and ready to begin.,eng3,geo1,geo1,1905,
282,282,"Hello,",vc2,geo1,geo1,1905,
282,282,please let us know when the crew is online and ready to begin.,vc2,geo1,geo1,1905,
283,283,"Hello,",vc1,geo1,geo1,1905,
283,283,please let us know when the crew is online and ready to begin.,vc1,geo1,geo1,1905,
284,284,Fluid Engineer: Hello!,teamGeo,teamEng,eng3,1905,
284,284,We are ready!,teamGeo,teamEng,eng3,1905,
285,285,Structural Geologist: Fantastic!,teamEng,teamGeo,geo2,1905,
285,285,"We're about 5 minutes into the task now,",teamEng,teamGeo,geo2,1905,
285,285,so you'll get this at 10 minutes.,teamEng,teamGeo,geo2,1905,
285,285,"As always,",teamEng,teamGeo,geo2,1905,
285,285,let us know if you have any questions!,teamEng,teamGeo,geo2,1905,
286,286,we are online,geo1,eng2,eng2,1905,
287,287,"This is just coming through for me at 14 minutes in,",eng3,geo1,geo1,1905,
287,287,but we've been working over here!,eng3,geo1,geo1,1905,
288,288,Fluid Engineer: What is the weather in Chicago now?,teamGeo,teamEng,eng3,1905,
289,289,"We are working now
",geo1,eng3,eng3,1905,
290,290,Thank you!,eng2,geo1,geo1,1905,
290,290,"We're approaching 20 minutes in now,",eng2,geo1,geo1,1905,
290,290,so we should be about 25 minutes in when you receive this.,eng2,geo1,geo1,1905,
290,290,,eng2,geo1,geo1,1905,
291,291,"Also,",eng2,geo1,geo1,1905,
291,291,the weather is quite nice this time of year!,eng2,geo1,geo1,1905,
291,291,,eng2,geo1,geo1,1905,
292,292,Structural Geologist: The weather has been great.,teamEng,teamGeo,geo2,1905,
292,292,"Not too hot,",teamEng,teamGeo,geo2,1905,
292,292,not too cold.,teamEng,teamGeo,geo2,1905,
292,292,Spring in Chicago is the best!,teamEng,teamGeo,geo2,1905,
293,293,Sedimentologist: The weather is good.,teamEng,teamGeo,geo3,1905,
293,293,,teamEng,teamGeo,geo3,1905,
294,294,Sedimentologist: How's the location looking for you guys today?,teamEng,teamGeo,geo3,1905,
294,294,,teamEng,teamGeo,geo3,1905,
295,295,Hydrogeologist: Are we ready to sign off?,teamEng,teamGeo,geo1,1905,
295,295,,teamEng,teamGeo,geo1,1905,
296,296,"Fluid Engineer: We don't know what the weather is in Russia,",teamGeo,teamEng,eng3,1905,
296,296,but on the Lunar Orbit we have a great view of the Earth!,teamGeo,teamEng,eng3,1905,
297,297,Has the crew made their final decisions?,eng2,geo1,geo1,1905,
297,297,,eng2,geo1,geo1,1905,
298,298,Fluid Engineer: That location is wonderful!!!,teamGeo,teamEng,eng3,1905,
298,298,,teamGeo,teamEng,eng3,1905,
299,299,"Fluid Engineer: Yeah,",teamGeo,teamEng,eng3,1905,
299,299,we are ready!,teamGeo,teamEng,eng3,1905,
300,300,"Hello,",eng2,geo2,geo2,1906,
300,300,please let us know when the crew is online and ready to begin,eng2,geo2,geo2,1906,
301,301,"Hello,",eng3,geo2,geo2,1906,
301,301,please let us know when the crew is online and ready to begin,eng3,geo2,geo2,1906,
302,302,"Hello,",con1,geo2,geo2,1906,
302,302,please let us know when the crew is online and ready to begin,con1,geo2,geo2,1906,
303,303,"Hello,",con3,geo2,geo2,1906,
303,303,please let us know when the crew is online and ready to begin,con3,geo2,geo2,1906,
304,304,"Hello,",vc1,geo2,geo2,1906,
304,304,please let us know when the crew is online and ready to begin,vc1,geo2,geo2,1906,
305,305,"Hello,",vc2,geo2,geo2,1906,
305,305,please let us know when the crew is online and ready to begin,vc2,geo2,geo2,1906,
306,306,testing chat,geo2,geo1,geo1,1906,
307,307,works,geo1,geo2,geo2,1906,
308,308,Fluid Engineer: Hi!,teamGeo,teamEng,eng3,1906,
308,308,We ready to start!,teamGeo,teamEng,eng3,1906,
309,309,we are online and ready to begin,geo2,eng2,eng2,1906,
310,310,Structural Geologist: Thanks!,teamEng,teamGeo,geo2,1906,
310,310,"by the time this reaches you,",teamEng,teamGeo,geo2,1906,
310,310,we'll be at the 35 minutes left point,teamEng,teamGeo,geo2,1906,
311,311,"we ready
",geo2,eng3,eng3,1906,
312,312,Fluid Engineer: We finished!,teamGeo,teamEng,eng3,1906,
313,313,Fluid Engineer: ?,teamGeo,teamEng,eng3,1906,
314,314,???,vc1,eng3,eng3,1906,
315,315,Structural Geologist: looks like we have 15 minutes left,teamEng,teamGeo,geo2,1906,
316,316,???,con3,eng3,eng3,1906,
317,317,Structural Geologist: ok I saw your message.,teamEng,teamGeo,geo2,1906,
317,317,Let us just check a couple things on our end and then we can sign off,teamEng,teamGeo,geo2,1906,
318,318,???,eng3,con3,con3,1906,
318,318,out ??,eng3,con3,con3,1906,
318,318,?????????,eng3,con3,con3,1906,
318,318,,eng3,con3,con3,1906,
319,319,Materials Specialist: Can you please sign off on the Signoff page?,teamEng,teamConstr,con3,1906,
319,319,We are all finished here...,teamEng,teamConstr,con3,1906,
319,319,Thanks.,teamEng,teamConstr,con3,1906,
320,320,Materials Specialist: Let's sign off on the Signoff page,teamConstr,teamConstr,con3,1906,
321,321,"Materials Specialist: I think we should sign off on the Signoff page
",teamGeo,teamConstr,con3,1906,
322,322,Fluid Engineer: Are U ready to sign off?,teamGeo,teamEng,eng3,1906,
323,323,Kotik,con3,eng3,eng3,1906,
324,324,"Hello,",con1,geo1,geo1,1907,
324,324,please let us know when the crew is online and ready to begin,con1,geo1,geo1,1907,
325,325,"Hello,",con3,geo1,geo1,1907,
325,325,please let us know when the crew is online and ready to begin,con3,geo1,geo1,1907,
326,326,"Hello,",eng2,geo1,geo1,1907,
326,326,please let us know when the crew is online and ready to begin,eng2,geo1,geo1,1907,
327,327,"Hello,",eng3,geo1,geo1,1907,
327,327,please let us know when the crew is online and ready to begin,eng3,geo1,geo1,1907,
328,328,"Hello,",vc2,geo1,geo1,1907,
328,328,please let us know when the crew is online and ready to begin,vc2,geo1,geo1,1907,
329,329,"Hello,",vc1,geo1,geo1,1907,
329,329,please let us know when the crew is online and ready to begin,vc1,geo1,geo1,1907,
330,330,We are online and already working.,geo1,con3,con3,1907,
330,330,"Hello to everyone
",geo1,con3,con3,1907,
331,331,"Mechanical Engineer: we are online and ready to begin
",teamvc,teamEng,eng2,1907,
332,332,How are U?,con1,eng3,eng3,1907,
333,333,How is the weather in Chicago?,geo1,con3,con3,1907,
334,334,"Hello,",con3,geo1,geo1,1907,
334,334,sounds good.,con3,geo1,geo1,1907,
334,334,Thanks,con3,geo1,geo1,1907,
335,335,I hope you're spending a funny time in Project RED!,con1,eng3,eng3,1907,
336,336,Amazing!,eng3,con1,con1,1907,
336,336,How are you my dear?,eng3,con1,con1,1907,
337,337,Is the Martian Group still working out of Chicago?,geo1,con3,con3,1907,
338,338,"Oh,",con1,eng3,eng3,1907,
338,338,I'm fine!,con1,eng3,eng3,1907,
338,338,I like it!,con1,eng3,eng3,1907,
338,338,"I Love,",con1,eng3,eng3,1907,
338,338,when we work with Martian surface!,con1,eng3,eng3,1907,
339,339,Of course because you are sitting opposite of me and I can enjoy your jokes,eng3,con1,con1,1907,
340,340,What did the chicken cross the road?,eng2,con3,con3,1907,
341,341,"Rainy the last couple days,",con3,geo1,geo1,1907,
341,341,but we had a nice warm Saturday!,con3,geo1,geo1,1907,
342,342,"And yes,",con3,geo1,geo1,1907,
342,342,we are all still in Chicago!,con3,geo1,geo1,1907,
343,343,"Maintenance Specialist: Sorry,",teamEng,teamvc,vc3,1907,
343,343,just saw this.,teamEng,teamvc,vc3,1907,
343,343,Great,teamEng,teamvc,vc3,1907,
344,344,"Therefore,",con1,eng3,eng3,1907,
344,344,you didn't laughed at jokes of your neighbors..,con1,eng3,eng3,1907,
345,345,How are things with your fluids and pipes?,eng3,con3,con3,1907,
345,345,Are they optimized?,eng3,con3,con3,1907,
346,346,10 minutes left,con3,geo1,geo1,1907,
347,347,Maintenance Specialist: 5 minutes until signoff,teamEng,teamvc,vc3,1907,
348,348,We have 5 minutes until signoff,con3,geo1,geo1,1907,
349,349,"The Martian Analysis Group would like to finalize the inputs and begin the signoff,",con3,geo1,geo1,1907,
349,349,please input your values now and signoff when you are ready.,con3,geo1,geo1,1907,
350,350,"Biochemical Engineer: The Martian Analysis Group would like to finalize the inputs and begin the signoff,",teamvc,teamEng,eng1,1907,
350,350,please input your values now and signoff when you are ready.,teamvc,teamEng,eng1,1907,
351,351,Don't forget to sign off!,eng2,geo1,geo1,1907,
352,352,Don't forget to sign off!,eng3,geo1,geo1,1907,
353,353,Don't forget to sign off!,con1,geo1,geo1,1907,
354,354,Don't forget to sign off!,con3,geo1,geo1,1907,
355,355,Don't forget to sign off!,vc1,geo1,geo1,1907,
356,356,Don't forget to sign off!,vc2,geo1,geo1,1907,
357,357,Structural Geologist: The Martian Analysis Group has logged on.,teamEng,teamGeo,geo2,1908,
357,357,Let us know when you're ready.,teamEng,teamGeo,geo2,1908,
357,357,,teamEng,teamGeo,geo2,1908,
358,358,Structural Geologist: The Martian Analysis Group has logged on.,teamConstr,teamGeo,geo2,1908,
358,358,Let us know when you're ready.,teamConstr,teamGeo,geo2,1908,
359,359,Structural Geologist: The Martian Analysis Group has logged on.,teamvc,teamGeo,geo2,1908,
359,359,Let us know when you're ready.,teamvc,teamGeo,geo2,1908,
360,360,Materials Specialist: does anyone know what coordinates we are working with today?,teamEng,teamConstr,con3,1908,
361,361,"Mechanical Engineer: Hi,",teamGeo,teamEng,eng2,1908,
361,361,we are ready,teamGeo,teamEng,eng2,1908,
362,362,Sedimentologist: Great!,teamEng,teamGeo,geo3,1908,
363,363,Materials Specialist: We have begun working from the SIRIUS mission.,teamEng,teamConstr,con3,1908,
363,363,Please let us know when you're online and ready to begin.,teamEng,teamConstr,con3,1908,
363,363,We need to know the coordinates of the new square to work with.,teamEng,teamConstr,con3,1908,
364,364,Hello!,eng1,con2,con2,1908,
364,364,"
",eng1,con2,con2,1908,
365,365,Maintenance Specialist: Hello what locations should we start looking at?,teamvc,teamvc,vc3,1908,
365,365,,teamvc,teamvc,vc3,1908,
366,366,What locations are you looking at?,vc2,vc3,vc3,1908,
366,366,,vc2,vc3,vc3,1908,
367,367,What locations are you looking at?,vc1,vc3,vc3,1908,
367,367,,vc1,vc3,vc3,1908,
368,368,"Materials Specialist: Hello,",teamEng,teamConstr,con3,1908,
368,368,MAG team!,teamEng,teamConstr,con3,1908,
368,368,How are you?,teamEng,teamConstr,con3,1908,
368,368,We are already working for about 10 minutes here.,teamEng,teamConstr,con3,1908,
368,368,Is everything OK on your end?,teamEng,teamConstr,con3,1908,
368,368,Please let us know.,teamEng,teamConstr,con3,1908,
368,368,Thanks!,teamEng,teamConstr,con3,1908,
369,369,Martian Meteorology Specialist: We're ready.,teamGeo,teamvc,vc1,1908,
369,369,Just need coordinates.,teamGeo,teamvc,vc1,1908,
370,370,"Hydrogeologist: 10,10: UWF 160365.1,",teamGeo,teamGeo,geo1,1908,
370,370,AWA 163430.93,teamGeo,teamGeo,geo1,1908,
371,371,Sedimentologist: You can use any coordinates on the map.,teamvc,teamGeo,geo3,1908,
371,371,,teamvc,teamGeo,geo3,1908,
372,372,Hello!,con1,con2,con2,1908,
372,372,"Could you provide your processing speed,",con1,con2,con2,1908,
372,372,parts source and servicing data you get for cell;,con1,con2,con2,1908,
372,372,"3,34?",con1,con2,con2,1908,
372,372,,con1,con2,con2,1908,
373,373,Hello!,con3,con2,con2,1908,
373,373,"Could you provide the data you get for drill brand,",con3,con2,con2,1908,
373,373,"drill head,",con3,con2,con2,1908,
373,373,"equipment material and equipment duty for cell 3,34?",con3,con2,con2,1908,
373,373,,con3,con2,con2,1908,
374,374,Biochemical Engineer: We have also been working for about 10 minutes!,teamConstr,teamEng,eng1,1908,
374,374,"We do not have any specific coordinates in mind yet,",teamConstr,teamEng,eng1,1908,
374,374,but we will be in touch when we do!,teamConstr,teamEng,eng1,1908,
374,374,,teamConstr,teamEng,eng1,1908,
375,375,Drilling Specialist: Hello!,teamGeo,teamConstr,con2,1908,
375,375,Do you have any coordinates of preference that you want us to look into?,teamGeo,teamConstr,con2,1908,
376,376,"Materials Specialist: Please use the coordinates 47,",teamEng,teamConstr,con3,1908,
376,376,23,teamEng,teamConstr,con3,1908,
377,377,Materials Specialist: We have verified that these are ideal coordinates for our current analysis.,teamEng,teamConstr,con3,1908,
377,377,It's an excellent location.,teamEng,teamConstr,con3,1908,
378,378,Hydrogeologist: Give us a minute!,teamConstr,teamGeo,geo1,1908,
379,379,"Martian Meteorology Specialist: Okay,",teamGeo,teamvc,vc1,1908,
379,379,thank you.,teamGeo,teamvc,vc1,1908,
379,379,,teamGeo,teamvc,vc1,1908,
380,380,"Operations Specialist: Hello,",teamGeo,teamConstr,con1,1908,
380,380,"yes 47,23
",teamGeo,teamConstr,con1,1908,
381,381,"47,23",vc3,vc1,vc1,1908,
382,382,"Hydrogeologist: (10,",teamGeo,teamGeo,geo1,1908,
382,382,"25)
(10,10)
(25,40)
(40,25)
(40,40)
-
(10,",teamGeo,teamGeo,geo1,1908,
382,382,"40)
(25,10)
(25,25)
(40,10)",teamGeo,teamGeo,geo1,1908,
383,383,"I checked cell 47,",con3,con2,con2,1908,
383,383,23.,con3,con2,con2,1908,
383,383,It gives a construction suitability of 0.5/1 and a total of 159.9 working hours,con3,con2,con2,1908,
384,384,It is not ideal,con1,con2,con2,1908,
385,385,"Hydrogeologist: We found a good coordinate at (10,25)
",teamConstr,teamGeo,geo1,1908,
386,386,Structural Geologist: 25 minutes left,teamEng,teamGeo,geo2,1908,
387,387,Structural Geologist: 25 minutes left,teamvc,teamGeo,geo2,1908,
388,388,Structural Geologist: 25 minutes left,teamConstr,teamGeo,geo2,1908,
389,389,Sedimentologist: Hello.,teamConstr,teamGeo,geo3,1908,
389,389,Not great for us!,teamConstr,teamGeo,geo3,1908,
389,389,Lots of water loss.,teamConstr,teamGeo,geo3,1908,
389,389,We'll get back to you with coordinates that might work for us and see if they're good for you.,teamConstr,teamGeo,geo3,1908,
390,390,Biochemical Engineer: We have about 25 minutes left.,teamConstr,teamEng,eng1,1908,
390,390,"We are discussing the 47,",teamConstr,teamEng,eng1,1908,
390,390,23 point and it seems the geology team does not love that point.,teamConstr,teamEng,eng1,1908,
391,391,Can you give me your measure of.,con1,con2,con2,1908,
391,391,"processing speed,",con1,con2,con2,1908,
391,391,"parts source and servicing for cell 10,25?",con1,con2,con2,1908,
391,391,"thank you
",con1,con2,con2,1908,
392,392,"Sedimentologist: How does 10,25 look for you guys?",teamConstr,teamGeo,geo3,1908,
393,393,"Can you give me your measures fro drill brand,",con3,con2,con2,1908,
393,393,"drill head,",con3,con2,con2,1908,
393,393,"equipment material and equipment duty for 10,25?",con3,con2,con2,1908,
393,393,,con3,con2,con2,1908,
394,394,"Structural Geologist: (10,25),",teamGeo,teamGeo,geo2,1908,
394,394,"(10,10),",teamGeo,teamGeo,geo2,1908,
394,394,"(40,25),",teamGeo,teamGeo,geo2,1908,
394,394,"(40,40),",teamGeo,teamGeo,geo2,1908,
394,394,"(25,40)",teamGeo,teamGeo,geo2,1908,
395,395,"Materials Specialist: Regardless of the coordinates we choose,",teamGeo,teamConstr,con3,1908,
