,content,recipient,sender,sentOnBehalfOf,session,block
359,Structural Geologist: The Martian Analysis Group has logged on. Let us know when you're ready.,teamvc,teamGeo,geo2,1908,
360,Materials Specialist: does anyone know what coordinates we are working with today?,teamEng,teamConstr,con3,1908,
361,"Mechanical Engineer: Hi, we are ready",teamGeo,teamEng,eng2,1908,
362,Sedimentologist: Great!,teamEng,teamGeo,geo3,1908,
363,Materials Specialist: We have begun working from the SIRIUS mission. Please let us know when you're online and ready to begin. We need to know the coordinates of the new square to work with.,teamEng,teamConstr,con3,1908,
364,"Hello!

",eng1,con2,con2,1908,
365,"Maintenance Specialist: Hello what locations should we start looking at?
",teamvc,teamvc,vc3,1908,
366,"What locations are you looking at?
",vc2,vc3,vc3,1908,
367,"What locations are you looking at?
",vc1,vc3,vc3,1908,
368,"Materials Specialist: Hello, MAG team! How are you? We are already working for about 10 minutes here. Is everything OK on your end? Please let us know. Thanks!",teamEng,teamConstr,con3,1908,
369,Martian Meteorology Specialist: We're ready. Just need coordinates.,teamGeo,teamvc,vc1,1908,
370,"Hydrogeologist: 10,10: UWF 160365.1, AWA 163430.93",teamGeo,teamGeo,geo1,1908,
371,"Sedimentologist: You can use any coordinates on the map.
",teamvc,teamGeo,geo3,1908,
372,"Hello! Could you provide your processing speed, parts source and servicing data you get for cell; 3,34?
",con1,con2,con2,1908,
373,"Hello! Could you provide the data you get for drill brand, drill head, equipment material and equipment duty for cell 3,34?
",con3,con2,con2,1908,
374,"Biochemical Engineer: We have also been working for about 10 minutes! We do not have any specific coordinates in mind yet, but we will be in touch when we do!
",teamConstr,teamEng,eng1,1908,
375,Drilling Specialist: Hello! Do you have any coordinates of preference that you want us to look into?,teamGeo,teamConstr,con2,1908,
376,"Materials Specialist: Please use the coordinates 47, 23",teamEng,teamConstr,con3,1908,
377,Materials Specialist: We have verified that these are ideal coordinates for our current analysis. It's an excellent location.,teamEng,teamConstr,con3,1908,
378,Hydrogeologist: Give us a minute!,teamConstr,teamGeo,geo1,1908,
379,"Martian Meteorology Specialist: Okay, thank you. ",teamGeo,teamvc,vc1,1908,
380,"Operations Specialist: Hello, yes 47,23
",teamGeo,teamConstr,con1,1908,
381,"47,23",vc3,vc1,vc1,1908,
382,"Hydrogeologist: (10, 25)
(10,10)
(25,40)
(40,25)
(40,40)
-
(10, 40)
(25,10)
(25,25)
(40,10)",teamGeo,teamGeo,geo1,1908,
383,"I checked cell 47, 23. It gives a construction suitability of 0.5/1 and a total of 159.9 working hours",con3,con2,con2,1908,
384,It is not ideal,con1,con2,con2,1908,
385,"Hydrogeologist: We found a good coordinate at (10,25)
",teamConstr,teamGeo,geo1,1908,
386,Structural Geologist: 25 minutes left,teamEng,teamGeo,geo2,1908,
387,Structural Geologist: 25 minutes left,teamvc,teamGeo,geo2,1908,
388,Structural Geologist: 25 minutes left,teamConstr,teamGeo,geo2,1908,
389,Sedimentologist: Hello. Not great for us! Lots of water loss. We'll get back to you with coordinates that might work for us and see if they're good for you.,teamConstr,teamGeo,geo3,1908,
390,"Biochemical Engineer: We have about 25 minutes left. We are discussing the 47, 23 point and it seems the geology team does not love that point.",teamConstr,teamEng,eng1,1908,
391,"Can you give me your measure of. processing speed, parts source and servicing for cell 10,25? thank you
",con1,con2,con2,1908,
392,"Sedimentologist: How does 10,25 look for you guys?",teamConstr,teamGeo,geo3,1908,
393,"Can you give me your measures fro drill brand, drill head, equipment material and equipment duty for 10,25?
",con3,con2,con2,1908,
394,"Structural Geologist: (10,25), (10,10), (40,25), (40,40), (25,40)",teamGeo,teamGeo,geo2,1908,
395,"Materials Specialist: Regardless of the coordinates we choose, some specialists or teams will be left with non-ideal parameters. Therefore, SIRIUS mission recommends the entire team continue with coordinates 47, 23. We have completed a lot work with these coordinates and will be ready to complete the signoff with this information. Please let me us know if there are any additional issues with this location. Thanks.",teamGeo,teamConstr,con3,1908,
396,"Can you give me your measure for pump wattage and pump torque for the cell 10,25?
",eng2,con2,con2,1908,
397,"Sedimentologist: There is very little accessible water in that location, as well as inefficient (from the Engineering team). While we have time, let's see if we can come up with a better solution, but that can be a possible solution if we run out of time.",teamConstr,teamGeo,geo3,1908,
398,"Drilling Specialist: 47,23 is not efficient for Drilling. It would take a longer work time, the type of ground is not ideal",teamGeo,teamConstr,con2,1908,
399,"Hydrogeologist: Let's try to check out (10,25) while we still have time. We have some very good values at that area.",teamConstr,teamGeo,geo1,1908,
400,"Drilling Specialist: If possible, can the operations specialist, materials and mechanical engineer provide their data for the cell 10,25 to analyze costs?
",teamGeo,teamConstr,con2,1908,
401,"Hydrogeologist: If it doesn't work for you, we can work with (47,23) but it's not looking good for us
",teamConstr,teamGeo,geo1,1908,
402,Structural Geologist: The recharge into the UCA of those coordinates is very little. Do you think that plays a major factor into the decision?,teamConstr,teamGeo,geo2,1908,
403,"Materials Specialist: OK. We will use 10, 25. That's fine with us.",teamGeo,teamConstr,con3,1908,
404,"Hydrogeologist: Our 6-person team is good with 10,25",teamConstr,teamGeo,geo1,1908,
405,Hydrogeologist: Let's go to signoff!,teamConstr,teamGeo,geo1,1908,
406,Structural Geologist: 15 minutes later,teamConstr,teamGeo,geo2,1908,
407,Structural Geologist: 15 minutes left,teamvc,teamGeo,geo2,1908,
408,Structural Geologist: 15 minutes left,teamEng,teamGeo,geo2,1908,
409,Sedimentologist: Great. That works for us as well.,teamConstr,teamGeo,geo3,1908,
410,Sedimentologist: We'll begin the sign off process.,teamConstr,teamGeo,geo3,1908,
411,"Drilling Specialist: To move forward with 10,l25 I need the measure from the operations specialist, materials specialist and mechanical engineer for the cell 10,25 please
",teamGeo,teamConstr,con2,1908,
412,"Materials Specialist: By the way, given that this is our last session working with you guys, we just wanted to say that it was great participating in this project with your team. We wish you guys all the best in the coming years and much success! Thanks for all your hard work and effort in Project Red!",teamGeo,teamConstr,con3,1908,
413,Hydrogeologist: Thank you so much! We wish you all the best as well!,teamConstr,teamGeo,geo1,1908,
414,"hello, yes of course, speed - high, parts-specialized, servicing - low",con2,con1,con1,1908,
415,"Thank you!
",con1,con2,con2,1908,
416,"Can you ask the materials specialist to send me the measures for 10,25 please?
",con1,con2,con2,1908,
417,"Sedimentologist: You all as well!!
",teamConstr,teamGeo,geo3,1908,
418,Sedimentologist: We are inputting coordinates right now. We'll let you know when they're in.,teamConstr,teamGeo,geo3,1908,
419,Sedimentologist: We should be good!,teamConstr,teamGeo,geo3,1908,
420,"Fluid Engineer: Bye, guys!!!",teamConstr,teamEng,eng3,1908,
421,"Materials Specialist: Hi, guys. We are trying to continue on with the Relay exercise. Are you there? Are you experiencing some technical issues on your end? We cannot continue without your participation. Thanks.",teamGeo,teamConstr,con3,1908,
422,Structural Geologist: We're logging in. It will be another few minutes.,teamConstr,teamGeo,geo2,1908,
423,"Structural Geologist: we need to restart the session. Ithe session will cancel and restart in 2 minutes
",teamConstr,teamGeo,geo2,1908,
424,Structural Geologist: ok it will work now,teamConstr,teamGeo,geo2,1908,
425,Materials Specialist: Thanks guys. We're on there. ,teamGeo,teamConstr,con3,1908,
0,Sedimentologist: Anybody home?\n,teamGeo,teamGeo,geo3,2101,0
1,Sedimentologist: Mic check 1-2,teamGeo,teamGeo,geo3,2101,0
2,We cannot calculate the terrain cost. Any tips?,eng3,vc2,vc2,2101,0
3,hello - this is fluid engineering.,eng1,eng3,eng3,2101,1
4,Hello/zdravstvuyte\n,geo1,geo2,geo2,2101,1
5,Sedimentologist: Comms Check - please acknowledge,teamGeo,teamGeo,geo3,2101,1
6,Structural Geologist: Hello\nZdravstvuyte\n,teamGeo,teamGeo,geo2,2101,1
7,can you confirm you have received our message?,eng1,eng3,eng3,2101,1
8,Sedimentologist: Privet! Excellent. ,teamGeo,teamGeo,geo3,2101,1
9,Hydrogeologist: Hello!\n,teamGeo,teamGeo,geo1,2101,1
10,Sedimentologist: Our team is currently readjusting our communications and will CM shortly. Glad we have a connection here!,teamGeo,teamGeo,geo3,2101,1
11,Martian Terrain Specialist: Hello from Chicago!,teamvc,teamvc,vc2,2101,1
12,starting\n,eng3,eng1,eng1,2101,1
13,Hello from Chicago!,vc1,vc2,vc2,2101,1
14,hello,con2,con1,con1,2101,1
15,Structural Geologist: what does CM mean?,teamGeo,teamGeo,geo2,2101,1
16,hello,con3,con1,con1,2101,1
17,"Hey, this is the northwestern team! \n",vc1,vc3,vc3,2101,1
18,Hello! This is the Mechanical Engineering team making contact\n,eng1,eng2,eng2,2101,1
19,Martian Meteorology Specialist: Hello there! Greetings from Moscow!\n,teamvc,teamvc,vc1,2101,1
20,currently we are just waiting on Geology to decide on a location - then others will get started fulfilling their roles.,eng1,eng3,eng3,2101,1
21,Hello! This is the Martian meteorology specialist from over in Moscow!,vc3,vc1,vc1,2101,1
22,Hello from Moscow! :) Glad we're not connected!\n,vc2,vc1,vc1,2101,1
23,we're NOW*** connected,vc2,vc1,vc1,2101,1
24,Nice to meet you :) ,vc1,vc3,vc3,2101,1
25,from Chicago,con2,con1,con1,2101,1
26,from chicago,con3,con1,con1,2101,1
27,Glad we're connected! Nice to meet you. How are you doing?,vc1,vc2,vc2,2101,1
28,Sedimentologist: Sorry - Continue Mission*\n,teamGeo,teamGeo,geo3,2101,1
29,hello,eng2,eng1,eng1,2101,1
30,Martian Meteorology Specialist: Just to let you know - we're currently going around the room to understand even within our room what our roles are and what each of our goals are \n,teamvc,teamvc,vc1,2101,1
31,Hello,con1,con2,con2,2101,1
32,hi from mars ,con1,con3,con3,2101,1
33,Structural Geologist: We are looking at several locations. Do you have suggested coordinates?,teamGeo,teamGeo,geo2,2101,1
34,Sedimentologist: We had to sort out a connections issue and are moving forward with understanding each others' tasks now\n,teamGeo,teamGeo,geo3,2101,1
35,"Great! Question - if I do conversation to the full space factors team chat, you see my messages there, too, right?\n",vc2,vc1,vc1,2101,1
36,Sedimentologist: Negative. We Will within the next 15-20 minutes.,teamGeo,teamGeo,geo3,2101,1
37,Likewise!\n,vc3,vc1,vc1,2101,1
38,Looking forward to working with you!,eng1,eng2,eng2,2101,1
39,"Yes, we can see them.",vc1,vc2,vc2,2101,1
40,Martian Terrain Specialist: Got it!,teamvc,teamvc,vc2,2101,1
41,"Martian Meteorology Specialist: I have a question - for my role, there's areas in the decision calc with \""proximity\"" to different zones, but what exactly do the values mean?\nis it units of distance? \n",teamvc,teamvc,vc1,2101,1
42,how long is the drilling time ,con2,con1,con1,2101,1
43,"Martian Terrain Specialist: Yes, I believe they are the average distance in miles from the landmarks.",teamvc,teamvc,vc2,2101,2
44,Hello! do you have any possible locations that you are looking at so the mechanical engineers can start designing the well?,geo2,eng2,eng2,2101,2
45,"for (33, 26)",con2,con1,con1,2101,2
46,"for (33, 26) we are using local parts",con3,con1,con1,2101,2
47,enjoy mars :),con3,con1,con1,2101,2
48,read,eng2,geo2,geo2,2101,2
49,what drill brand and head are we using?,con3,con1,con1,2101,2
50,"Martian Meteorology Specialist: Ok so, what is the best way to go about this? Will we receive potential locations on Mars? And then we determine the locations that I agree with when it comes to safety zones? \n",teamvc,teamvc,vc1,2101,2
51,"Structural Geologist: We are currently evaluating 17,28",teamGeo,teamGeo,geo2,2101,2
52,"Our  Structural Geologists gave us the coordinates (17, 28) to start evaluating",eng1,eng2,eng2,2101,2
53,We're using local parts,con2,con1,con1,2101,2
54,"Martian Terrain Specialist: Ok, so the geologists have told us to try (17,28)",teamvc,teamvc,vc2,2101,2
55,"Martian Meteorology Specialist: Yes, I just input that into my map\n",teamvc,teamvc,vc1,2101,2
56,Operations Specialist: hello,teamConstr,teamConstr,con1,2101,2
57,Operations Specialist: we are using local parts,teamConstr,teamConstr,con1,2101,2
58,"Operations Specialist: (33, 26)",teamConstr,teamConstr,con1,2101,2
59,Operations Specialist: does anyone have information about the drill brand and head?,teamConstr,teamConstr,con1,2101,2
60,Sedimentologist: We are assessing that now as well and will have an update shortly.,teamGeo,teamGeo,geo3,2101,2
61,Martian Meteorology Specialist: This location only has 1 green zone location\n,teamvc,teamvc,vc1,2101,2
62,i need  more information regards depth what a layer we have in this area,con1,con3,con3,2101,2
63,Martian Terrain Specialist: Should we ask the geologists if they want to try a different location?,teamvc,teamvc,vc2,2101,2
64,i have to move to another grid as requested \n,con1,con3,con3,2101,2
65,"depth: 1665, soft and rocky soil no stone",con3,con1,con1,2101,2
66,which coordinates?,con3,con1,con1,2101,2
67,"17,28\n",con1,con3,con3,2101,2
68,"we had to move from 17,28 because it is too expensive",con3,con1,con1,2101,2
69,"Martian Meteorology Specialist: I think so.  I noticed 17, 35 has a lot of green zones\nany thoughts about that? \n",teamvc,teamvc,vc1,2101,2
70,"hi im in location 17,28 ",geo2,con3,con3,2101,2
71,"We're looking at 12,9 now\n",con3,con1,con1,2101,2
72,"we're looking at 12,9 now",con2,con1,con1,2101,2
73,"Martian Terrain Specialist: Geologists told us 17, 35 is pretty undoable. Let's try 12, 9 ",teamvc,teamvc,vc2,2101,2
74,"Sedimentologist: Has the site moved to 12, 9?\n",teamGeo,teamGeo,geo3,2101,2
75,ok,con1,con3,con3,2101,2
76,"Martian Terrain Specialist: Ok there's only 1 green zone in 12,9 and there is very little water so maybe not that either.",teamvc,teamvc,vc2,2101,2
77,"NVM 12,9 isn't viable\nwe're looking for a new location right now",con3,con1,con1,2101,2
78,"Sedimentologist: Or are we still assessing 17, 28? A large contingent of the team here is saying that doesn't look",teamGeo,teamGeo,geo3,2101,2
79,Sedimentologist: Comm check please acknowledge,teamGeo,teamGeo,geo3,2101,2
80,"Martian Meteorology Specialist: what about 30, 30?\nthat looks great to me from meteorology perspective",teamvc,teamvc,vc1,2101,2
81,"Sedimentologist: Rather, 12, 9 doesn't work - 17, 28 seemed closer but we had cost issues",teamGeo,teamGeo,geo3,2101,2
82,Materials Specialist: is there any location \n,teamGeo,teamConstr,con3,2101,2
83,Materials Specialist: we can head to ,teamGeo,teamConstr,con3,2101,2
84,"Structural Geologist: consider 44,43 ",teamConstr,teamGeo,geo2,2101,2
85,"Operations Specialist: We're choosing 44,43",teamConstr,teamConstr,con1,2101,2
86,Operations Specialist: yes we're agreeing to that,teamGeo,teamConstr,con1,2101,2
87,"Martian Terrain Specialist: What about 44, 43 because apparently 30, 30 is not great from the geological perspective?",teamvc,teamvc,vc2,2101,2
88,"Operations Specialist: drill brand and head for 44,43? also drilling method",teamConstr,teamConstr,con1,2101,2
89,"how do you guys feel about 44,33?\n",vc1,vc3,vc3,2101,2
90,"We're now doing 44,43\nwe need to know the drill brand, head, and equipment material and duty",con3,con1,con1,2101,2
91,In this area the water depth is 810 and there is soft and rocky soil but not stone,con3,con1,con1,2101,2
92,"Martian Meteorology Specialist: During sign off phase, we cannot talk anymore? test test?\n",teamvc,teamvc,vc1,2101,2
93,Do you have any other locations in mind for this well?\n,geo1,eng2,eng2,2101,2
94,Martian Terrain Specialist: We can talk,teamvc,teamvc,vc2,2101,2
95,Martian Meteorology Specialist: What coordinates are we assessing in the sign off currently?\n,teamvc,teamvc,vc1,2101,2
96,Sedimentologist: Have y'all gotten the signoff command?\n,teamGeo,teamGeo,geo3,2101,2
97,Sedimentologist: What coordinates are we currently at?,teamGeo,teamGeo,geo3,2101,2
98,Martian Meteorology Specialist: None of us here are certain,teamvc,teamvc,vc1,2101,2
99,"Martian Terrain Specialist: Just now, we have decided to look at 48, 4",teamvc,teamvc,vc2,2101,2
