,Utterance_ID,Dialogue_Act,Channel_ID,Speaker,Dialogue_ID,Utterance,Label,Idx
3191,Bed005-c1_2319840_2320420,b,Bed005-c1,me010,Bed005,uh .,2,3191
3201,Bed005-c5_2340600_2340890,b,Bed005-c5,mn036,Bed005,right .,2,3201
3204,Bed005-c5_2345840_2346380,b,Bed005-c5,mn036,Bed005,right .,2,3204
3205,Bed005-c5_2348230_2348510,b,Bed005-c5,mn036,Bed005,right .,2,3205
3208,Bed005-c5_2361250_2361540,b,Bed005-c5,mn036,Bed005,right .,2,3208
3213,Bed005-c5_2374980_2375560,b,Bed005-c5,mn036,Bed005,right .,2,3213
3214,Bed005-c5_2382230_2382510,b,Bed005-c5,mn036,Bed005,right .,2,3214
3222,Bed005-c5_2394440_2394710,b,Bed005-c5,mn036,Bed005,right .,2,3222
3225,Bed005-c5_2404410_2404740,b,Bed005-c5,mn036,Bed005,right .,2,3225
3232,Bed005-c2_2426930_2427070,b,Bed005-c2,mn015,Bed005,huh .,2,3232
3255,Bed005-c5_2482650_2482790,b,Bed005-c5,mn036,Bed005,ugh .,2,3255
3279,Bed005-c4_2518720_2518920,b,Bed005-c4,fe004,Bed005,huh .,2,3279
3314,Bed005-c5_2570270_2570490,b,Bed005-c5,mn036,Bed005,yeah .,2,3314
3356,Bed005-c2_2691110_2691420,b,Bed005-c2,mn015,Bed005,uhhuh .,2,3356
3393,Bed005-c3_2823320_2823590,b,Bed005-c3,me012,Bed005,yeah .,2,3393
3427,Bed005-c3_2914710_2915080,b,Bed005-c3,me012,Bed005,huh .,2,3427
3431,Bed005-c1_2919430_2919620,b,Bed005-c1,me010,Bed005,yep .,2,3431
3499,Bed005-c0_3065160_3065500,b,Bed005-c0,me003,Bed005,yeah .,2,3499
3534,Bed005-c1_3166550_3166750,b,Bed005-c1,me010,Bed005,right .,2,3534
3551,Bed005-c3_3187910_3188340,b,Bed005-c3,me012,Bed005,uhhuh .,2,3551
3568,Bed005-c3_3241430_3242600,b,Bed005-c3,me012,Bed005,uhhuh .,2,3568
3572,Bed005-c3_3247750_3248050,b,Bed005-c3,me012,Bed005,right .,2,3572
3576,Bed005-c3_3264100_3264570,b,Bed005-c3,me012,Bed005,right .,2,3576
3578,Bed005-c3_3267570_3267880,b,Bed005-c3,me012,Bed005,yeah .,2,3578
3581,Bed005-c3_3281780_3282040,b,Bed005-c3,me012,Bed005,yeah .,2,3581
3618,Bed005-c1_3364980_3365260,b,Bed005-c1,me010,Bed005,yeah .,2,3618
3631,Bed005-c2_3404800_3405220,b,Bed005-c2,mn015,Bed005,hhh .,2,3631
3666,Bed005-c2_3490270_3490490,b,Bed005-c2,mn015,Bed005,yep .,2,3666
3679,Bed005-c3_3531210_3531400,b,Bed005-c3,me012,Bed005,yeah .,2,3679
3681,Bed005-c3_3531720_3532020,b,Bed005-c3,me012,Bed005,right .,2,3681
3740,Bed005-c3_3654570_3654840,b,Bed005-c3,me012,Bed005,uh .,2,3740
3753,Bed005-c3_3686590_3686720,b,Bed005-c3,me012,Bed005,yeah .,2,3753
3764,Bed005-c3_3706570_3707010,b,Bed005-c3,me012,Bed005,uhhuh .,2,3764
3766,Bed005-c3_3711670_3712120,b,Bed005-c3,me012,Bed005,uhhuh .,2,3766
3781,Bed005-c5_3743540_3743630,b,Bed005-c5,mn036,Bed005,okay .,2,3781
3843,Bed009-c0_0227218_0227678,b,Bed009-c0,mn048,Bed009,huh .,2,3843
3846,Bed009-c3_0233389_0233629,b,Bed009-c3,mn047,Bed009,huh .,2,3846
3861,Bed009-c0_0289258_0289708,b,Bed009-c0,mn048,Bed009,uhhuh .,2,3861
3869,Bed009-c0_0323423_0323783,b,Bed009-c0,mn048,Bed009,uhhuh .,2,3869
3892,Bed009-c3_0407046_0407326,b,Bed009-c3,mn047,Bed009,huh .,2,3892
3895,Bed009-c3_0416370_0416650,b,Bed009-c3,mn047,Bed009,huh .,2,3895
3896,Bed009-c3_0416650_0416810,b,Bed009-c3,mn047,Bed009,yep .,2,3896
3897,Bed009-c5_0418728_0418848,b,Bed009-c5,me010,Bed009,great .,2,3897
3903,Bed009-c5_0426773_0427003,b,Bed009-c5,me010,Bed009,great .,2,3903
3907,Bed009-c0_0443510_0443790,b,Bed009-c0,mn048,Bed009,yes .,2,3907
3912,Bed009-c0_0453450_0453760,b,Bed009-c0,mn048,Bed009,yes .,2,3912
3913,Bed009-c3_0454314_0454954,b,Bed009-c3,mn047,Bed009,huh .,2,3913
3914,Bed009-c0_0455728_0455918,b,Bed009-c0,mn048,Bed009,yeah .,2,3914
3924,Bed009-c0_0472830_0472990,b,Bed009-c0,mn048,Bed009,uhhuh .,2,3924
3948,Bed009-c0_0547281_0547841,b,Bed009-c0,mn048,Bed009,uhhuh .,2,3948
3949,Bed009-c0_0548516_0548606,b,Bed009-c0,mn048,Bed009,okay .,2,3949
3973,Bed009-c0_0624770_0625010,b,Bed009-c0,mn048,Bed009,uhhuh .,2,3973
3975,Bed009-c0_0631263_0631383,b,Bed009-c0,mn048,Bed009,okay .,2,3975
3978,Bed009-c0_0637048_0637218,b,Bed009-c0,mn048,Bed009,uhhuh .,2,3978
3982,Bed009-c0_0652869_0653069,b,Bed009-c0,mn048,Bed009,yeah .,2,3982
3986,Bed009-c0_0672386_0672636,b,Bed009-c0,mn048,Bed009,okay .,2,3986
3988,Bed009-c0_0673840_0674260,b,Bed009-c0,mn048,Bed009,oh okay .,2,3988
3989,Bed009-c0_0674390_0674540,b,Bed009-c0,mn048,Bed009,yeah .,2,3989
3992,Bed009-c3_0683860_0684290,b,Bed009-c3,mn047,Bed009,huh .,2,3992
4007,Bed009-c0_0737321_0737481,b,Bed009-c0,mn048,Bed009,yeah .,2,4007
4012,Bed009-c0_0750310_0751120,b,Bed009-c0,mn048,Bed009,oh okay .,2,4012
4013,Bed009-c3_0750846_0751526,b,Bed009-c3,mn047,Bed009,huh .,2,4013
4014,Bed009-c0_0751460_0751610,b,Bed009-c0,mn048,Bed009,yeah .,2,4014
4043,Bed009-c0_0881883_0882103,b,Bed009-c0,mn048,Bed009,uhhuh .,2,4043
4044,Bed009-c3_0882156_0882576,b,Bed009-c3,mn047,Bed009,huh .,2,4044
4050,Bed009-c0_0904976_0905166,b,Bed009-c0,mn048,Bed009,uhhuh .,2,4050
4073,Bed009-c3_0946450_0947200,b,Bed009-c3,mn047,Bed009,huh - uh .,2,4073
4077,Bed009-c3_0956240_0956530,b,Bed009-c3,mn047,Bed009,huh .,2,4077
4080,Bed009-c5_0957266_0957506,b,Bed009-c5,me010,Bed009,right .,2,4080
4081,Bed009-c5_0957506_0957706,b,Bed009-c5,me010,Bed009,yeah .,2,4081
4083,Bed009-c0_0957885_0958005,b,Bed009-c0,mn048,Bed009,yeah .,2,4083
4084,Bed009-c3_0958092_0958262,b,Bed009-c3,mn047,Bed009,huh .,2,4084
4085,Bed009-c1_0958906_0959086,b,Bed009-c1,mn015,Bed009,yeah .,2,4085
4088,Bed009-c1_0975566_0975766,b,Bed009-c1,mn015,Bed009,yeah .,2,4088
4089,Bed009-c1_0980833_0981073,b,Bed009-c1,mn015,Bed009,yeah .,2,4089
4092,Bed009-c1_0987390_0987510,b,Bed009-c1,mn015,Bed009,yeah .,2,4092
4100,Bed009-c3_1014590_1014840,b,Bed009-c3,mn047,Bed009,huh .,2,4100
4101,Bed009-c3_1018830_1019010,b,Bed009-c3,mn047,Bed009,huh .,2,4101
4103,Bed009-c3_1020980_1021280,b,Bed009-c3,mn047,Bed009,huh .,2,4103
4105,Bed009-c5_1028900_1029050,b,Bed009-c5,me010,Bed009,right .,2,4105
4108,Bed009-c3_1031890_1032290,b,Bed009-c3,mn047,Bed009,huh .,2,4108
4109,Bed009-c0_1034300_1034440,b,Bed009-c0,mn048,Bed009,yeah .,2,4109
4115,Bed009-c0_1065250_1065650,b,Bed009-c0,mn048,Bed009,uhhuh .,2,4115
4119,Bed009-c3_1077580_1077890,b,Bed009-c3,mn047,Bed009,huh .,2,4119
4121,Bed009-c0_1078960_1079360,b,Bed009-c0,mn048,Bed009,uhhuh .,2,4121
4124,Bed009-c0_1092160_1092480,b,Bed009-c0,mn048,Bed009,uhhuh .,2,4124
4126,Bed009-c0_1114750_1115150,b,Bed009-c0,mn048,Bed009,uhhuh .,2,4126
4131,Bed009-c5_1125790_1126080,b,Bed009-c5,me010,Bed009,okay .,2,4131
4134,Bed009-c0_1133520_1133770,b,Bed009-c0,mn048,Bed009,uhhuh .,2,4134
4138,Bed009-c0_1148810_1149180,b,Bed009-c0,mn048,Bed009,yes .,2,4138
4141,Bed009-c0_1157330_1157470,b,Bed009-c0,mn048,Bed009,yep .,2,4141
4143,Bed009-c3_1159310_1159730,b,Bed009-c3,mn047,Bed009,huh .,2,4143
4145,Bed009-c3_1160940_1161140,b,Bed009-c3,mn047,Bed009,yep .,2,4145
4152,Bed009-c0_1175700_1175880,b,Bed009-c0,mn048,Bed009,uhhuh .,2,4152
4153,Bed009-c0_1183900_1184100,b,Bed009-c0,mn048,Bed009,uhhuh .,2,4153
4154,Bed009-c3_1184470_1184730,b,Bed009-c3,mn047,Bed009,huh .,2,4154
4155,Bed009-c0_1188040_1188190,b,Bed009-c0,mn048,Bed009,yep .,2,4155
4159,Bed009-c5_1219710_1219950,b,Bed009-c5,me010,Bed009,huh .,2,4159
4166,Bed009-c0_1231860_1231990,b,Bed009-c0,mn048,Bed009,yeah .,2,4166
4171,Bed009-c3_1234960_1235250,b,Bed009-c3,mn047,Bed009,huh .,2,4171
4174,Bed009-c1_1242040_1242470,b,Bed009-c1,mn015,Bed009,huh .,2,4174
4176,Bed009-c1_1250340_1250710,b,Bed009-c1,mn015,Bed009,huh .,2,4176
4188,Bed009-c3_1275200_1275530,b,Bed009-c3,mn047,Bed009,huh .,2,4188
4195,Bed009-c3_1286170_1286570,b,Bed009-c3,mn047,Bed009,uhhuh .,2,4195
4210,Bed009-c1_1330730_1331120,b,Bed009-c1,mn015,Bed009,huh .,2,4210
4213,Bed009-c5_1332200_1332400,b,Bed009-c5,me010,Bed009,yeah .,2,4213
4219,Bed009-c0_1350750_1351020,b,Bed009-c0,mn048,Bed009,uhhuh .,2,4219
4224,Bed009-c0_1365370_1365640,b,Bed009-c0,mn048,Bed009,uhhuh .,2,4224
4228,Bed009-c0_1369130_1369490,b,Bed009-c0,mn048,Bed009,yes .,2,4228
4230,Bed009-c0_1373530_1373700,b,Bed009-c0,mn048,Bed009,uhhuh .,2,4230
4235,Bed009-c0_1387610_1387770,b,Bed009-c0,mn048,Bed009,yep .,2,4235
4243,Bed009-c5_1422630_1422800,b,Bed009-c5,me010,Bed009,yeah .,2,4243
4246,Bed009-c5_1427140_1427440,b,Bed009-c5,me010,Bed009,uhhuh .,2,4246
4247,Bed009-c5_1433080_1433250,b,Bed009-c5,me010,Bed009,right .,2,4247
4257,Bed009-c0_1457430_1457570,b,Bed009-c0,mn048,Bed009,uhhuh .,2,4257
4262,Bed009-c1_1462910_1463180,b,Bed009-c1,mn015,Bed009,uhhuh .,2,4262
4268,Bed009-c0_1473610_1473810,b,Bed009-c0,mn048,Bed009,uhhuh .,2,4268
4270,Bed009-c3_1477130_1477510,b,Bed009-c3,mn047,Bed009,huh .,2,4270
4293,Bed009-c0_1554590_1554940,b,Bed009-c0,mn048,Bed009,uhhuh .,2,4293
4311,Bed009-c1_1614200_1614380,b,Bed009-c1,mn015,Bed009,yeah .,2,4311
4322,Bed009-c1_1636800_1637130,b,Bed009-c1,mn015,Bed009,yeah .,2,4322
4327,Bed009-c3_1651300_1651570,b,Bed009-c3,mn047,Bed009,huh .,2,4327
4330,Bed009-c1_1659250_1659640,b,Bed009-c1,mn015,Bed009,uhhuh .,2,4330
4334,Bed009-c1_1664860_1665360,b,Bed009-c1,mn015,Bed009,uhhuh .,2,4334
4335,Bed009-c0_1665270_1666880,b,Bed009-c0,mn048,Bed009,yes yes uhhuh yeah .,2,4335
4342,Bed009-c5_1679650_1679870,b,Bed009-c5,me010,Bed009,yeah .,2,4342
4345,Bed009-c1_1683010_1683430,b,Bed009-c1,mn015,Bed009,uhhuh .,2,4345
4349,Bed009-c0_1692790_1693020,b,Bed009-c0,mn048,Bed009,huh .,2,4349
4351,Bed009-c0_1701580_1701730,b,Bed009-c0,mn048,Bed009,yeah .,2,4351
4352,Bed009-c3_1701960_1702040,b,Bed009-c3,mn047,Bed009,huh .,2,4352
4365,Bed009-c5_1748410_1748650,b,Bed009-c5,me010,Bed009,yeah .,2,4365
4366,Bed009-c3_1748640_1748730,b,Bed009-c3,mn047,Bed009,huh .,2,4366
4368,Bed009-c0_1749440_1749590,b,Bed009-c0,mn048,Bed009,yeah .,2,4368
4376,Bed009-c3_1770340_1770770,b,Bed009-c3,mn047,Bed009,huh .,2,4376
4397,Bed009-c1_1831560_1831860,b,Bed009-c1,mn015,Bed009,yeah .,2,4397
4400,Bed009-c5_1841150_1841290,b,Bed009-c5,me010,Bed009,right .,2,4400
4404,Bed009-c0_1847640_1847840,b,Bed009-c0,mn048,Bed009,huh .,2,4404
4415,Bed009-c3_1870920_1871180,b,Bed009-c3,mn047,Bed009,yeah .,2,4415
4431,Bed009-c0_1904700_1904880,b,Bed009-c0,mn048,Bed009,yeah .,2,4431
4433,Bed009-c0_1917270_1917600,b,Bed009-c0,mn048,Bed009,uhhuh .,2,4433
4441,Bed009-c5_1926050_1926120,b,Bed009-c5,me010,Bed009,yeah .,2,4441
4444,Bed009-c5_1935510_1935700,b,Bed009-c5,me010,Bed009,uhhuh .,2,4444
4454,Bed009-c0_1983430_1983800,b,Bed009-c0,mn048,Bed009,uhhuh .,2,4454
4456,Bed009-c1_2000460_2001060,b,Bed009-c1,mn015,Bed009,huh .,2,4456
4459,Bed009-c1_2003830_2003900,b,Bed009-c1,mn015,Bed009,yeah .,2,4459
4460,Bed009-c3_2004190_2004430,b,Bed009-c3,mn047,Bed009,huh .,2,4460
4471,Bed009-c0_2025560_2026020,b,Bed009-c0,mn048,Bed009,uhhuh .,2,4471
4488,Bed009-c1_2074950_2075460,b,Bed009-c1,mn015,Bed009,huh .,2,4488
4491,Bed009-c0_2081300_2081530,b,Bed009-c0,mn048,Bed009,yep .,2,4491
4494,Bed009-c0_2097250_2097420,b,Bed009-c0,mn048,Bed009,yeah .,2,4494
4498,Bed009-c0_2114640_2115170,b,Bed009-c0,mn048,Bed009,huh .,2,4498
4500,Bed009-c0_2125620_2125800,b,Bed009-c0,mn048,Bed009,huh .,2,4500
4501,Bed009-c3_2125890_2126120,b,Bed009-c3,mn047,Bed009,huh .,2,4501
4505,Bed009-c0_2138280_2138470,b,Bed009-c0,mn048,Bed009,huh .,2,4505
4513,Bed009-c3_2175600_2175920,b,Bed009-c3,mn047,Bed009,huh .,2,4513
4519,Bed009-c1_2185530_2185750,b,Bed009-c1,mn015,Bed009,huh .,2,4519
4536,Bed009-c3_2233270_2233530,b,Bed009-c3,mn047,Bed009,yeah .,2,4536
4548,Bed009-c5_2257000_2257170,b,Bed009-c5,me010,Bed009,yeah .,2,4548
4565,Bed009-c5_2289740_2290080,b,Bed009-c5,me010,Bed009,uhhuh .,2,4565
4569,Bed009-c5_2298380_2298690,b,Bed009-c5,me010,Bed009,uhhuh .,2,4569
4597,Bed009-c0_2362030_2362320,b,Bed009-c0,mn048,Bed009,right .,2,4597
4598,Bed009-c0_2363050_2363320,b,Bed009-c0,mn048,Bed009,yeah .,2,4598
4599,Bed009-c5_2364270_2364480,b,Bed009-c5,me010,Bed009,right .,2,4599
4604,Bed009-c3_2374800_2375180,b,Bed009-c3,mn047,Bed009,uhhuh .,2,4604
4605,Bed009-c5_2375510_2375670,b,Bed009-c5,me010,Bed009,right .,2,4605
4608,Bed009-c0_2385930_2386120,b,Bed009-c0,mn048,Bed009,yeah .,2,4608
4609,Bed009-c0_2386320_2386680,b,Bed009-c0,mn048,Bed009,definitely .,2,4609
4619,Bed009-c5_2400450_2400890,b,Bed009-c5,me010,Bed009,huh .,2,4619
4623,Bed009-c0_2414190_2414550,b,Bed009-c0,mn048,Bed009,uhhuh .,2,4623
4626,Bed009-c3_2424780_2425630,b,Bed009-c3,mn047,Bed009,uhhuh yeah .,2,4626
4628,Bed009-c3_2427390_2427480,b,Bed009-c3,mn047,Bed009,uhhuh .,2,4628
4629,Bed009-c3_2428460_2429100,b,Bed009-c3,mn047,Bed009,huh yeah .,2,4629
4643,Bed009-c3_2481370_2481760,b,Bed009-c3,mn047,Bed009,huh .,2,4643
4664,Bed009-c5_2516050_2516260,b,Bed009-c5,me010,Bed009,right .,2,4664
4676,Bed009-c5_2540140_2540490,b,Bed009-c5,me010,Bed009,right .,2,4676
4697,Bed009-c3_2572520_2572620,b,Bed009-c3,mn047,Bed009,oh yeah .,2,4697
4699,Bed009-c5_2575710_2575930,b,Bed009-c5,me010,Bed009,yep .,2,4699
4701,Bed009-c5_2581220_2581670,b,Bed009-c5,me010,Bed009,right .,2,4701
4719,Bed009-c5_2615640_2615820,b,Bed009-c5,me010,Bed009,right .,2,4719
4720,Bed009-c5_2622170_2622330,b,Bed009-c5,me010,Bed009,right .,2,4720
4721,Bed009-c3_2622310_2622640,b,Bed009-c3,mn047,Bed009,huh .,2,4721
4736,Bed009-c3_2635570_2635880,b,Bed009-c3,mn047,Bed009,uhhuh .,2,4736
4742,Bed009-c3_2648940_2649160,b,Bed009-c3,mn047,Bed009,yeah .,2,4742
4744,Bed009-c5_2652560_2652750,b,Bed009-c5,me010,Bed009,yeah .,2,4744
4746,Bed009-c5_2655240_2656010,b,Bed009-c5,me010,Bed009,yeah yeah yeah .,2,4746
4747,Bed009-c0_2655530_2655660,b,Bed009-c0,mn048,Bed009,sure .,2,4747
4748,Bed009-c3_2655710_2656320,b,Bed009-c3,mn047,Bed009,oh - yes .,2,4748
4749,Bed009-c0_2655870_2655960,b,Bed009-c0,mn048,Bed009,right .,2,4749
4775,Bed009-c5_2742490_2742770,b,Bed009-c5,me010,Bed009,right .,2,4775
4776,Bed009-c3_2742870_2743070,b,Bed009-c3,mn047,Bed009,yeah .,2,4776
4778,Bed009-c5_2745300_2745470,b,Bed009-c5,me010,Bed009,right .,2,4778
4790,Bed009-c3_2768640_2773010,b,Bed009-c3,mn047,Bed009,uh huh yeah .,2,4790
4795,Bed009-c0_2773300_2773500,b,Bed009-c0,mn048,Bed009,yeah .,2,4795
4797,Bed009-c0_2783850_2784190,b,Bed009-c0,mn048,Bed009,uhhuh .,2,4797
4798,Bed009-c3_2784400_2784610,b,Bed009-c3,mn047,Bed009,uh .,2,4798
4800,Bed009-c3_2798190_2799000,b,Bed009-c3,mn047,Bed009,huh uh .,2,4800
4805,Bed009-c0_2832710_2832950,b,Bed009-c0,mn048,Bed009,uhhuh .,2,4805
4826,Bed009-c3_2891350_2891920,b,Bed009-c3,mn047,Bed009,huh .,2,4826
4830,Bed009-c3_2902560_2902920,b,Bed009-c3,mn047,Bed009,huh .,2,4830
4831,Bed009-c5_2903640_2903950,b,Bed009-c5,me010,Bed009,okay .,2,4831
4835,Bed009-c0_2914720_2915020,b,Bed009-c0,mn048,Bed009,uhhuh .,2,4835
4842,Bed009-c3_2950700_2951100,b,Bed009-c3,mn047,Bed009,huh .,2,4842
4843,Bed009-c5_2951190_2951440,b,Bed009-c5,me010,Bed009,okay .,2,4843
4846,Bed009-c3_2959830_2960070,b,Bed009-c3,mn047,Bed009,huh .,2,4846
4851,Bed009-c0_2975800_2976230,b,Bed009-c0,mn048,Bed009,uhhuh .,2,4851
4853,Bed009-c0_2983840_2984110,b,Bed009-c0,mn048,Bed009,uhhuh .,2,4853
4856,Bed009-c0_2992790_2993100,b,Bed009-c0,mn048,Bed009,uhhuh .,2,4856
4867,Bed009-c0_3028720_3029060,b,Bed009-c0,mn048,Bed009,uhhuh .,2,4867
4868,Bed009-c0_3035910_3036180,b,Bed009-c0,mn048,Bed009,uhhuh .,2,4868
4875,Bed009-c0_3072290_3072840,b,Bed009-c0,mn048,Bed009,uhhuh .,2,4875
4879,Bed009-c0_3085110_3085380,b,Bed009-c0,mn048,Bed009,uhhuh .,2,4879
4889,Bed009-c0_3119330_3119570,b,Bed009-c0,mn048,Bed009,uhhuh .,2,4889
4895,Bed009-c0_3130150_3130490,b,Bed009-c0,mn048,Bed009,uhhuh .,2,4895
4896,Bed009-c0_3132880_3133380,b,Bed009-c0,mn048,Bed009,oh okay .,2,4896
4901,Bed009-c0_3136120_3136370,b,Bed009-c0,mn048,Bed009,uhhuh .,2,4901
4902,Bed009-c0_3136920_3137680,b,Bed009-c0,mn048,Bed009,yeah okay .,2,4902
4904,Bed009-c0_3139030_3139280,b,Bed009-c0,mn048,Bed009,uhhuh .,2,4904
4906,Bed009-c0_3148160_3148410,b,Bed009-c0,mn048,Bed009,uhhuh .,2,4906
4908,Bed009-c0_3150730_3150840,b,Bed009-c0,mn048,Bed009,yeah .,2,4908
4909,Bed009-c0_3155480_3155770,b,Bed009-c0,mn048,Bed009,okay .,2,4909
4910,Bed009-c0_3155770_3155850,b,Bed009-c0,mn048,Bed009,yeah .,2,4910
4916,Bed009-c0_3163680_3163980,b,Bed009-c0,mn048,Bed009,uhhuh .,2,4916
4918,Bed009-c0_3172460_3172620,b,Bed009-c0,mn048,Bed009,yeah .,2,4918
4919,Bed009-c3_3175650_3175870,b,Bed009-c3,mn047,Bed009,huh .,2,4919
4921,Bed009-c0_3179940_3180050,b,Bed009-c0,mn048,Bed009,yeah .,2,4921
4923,Bed009-c0_3180130_3180370,b,Bed009-c0,mn048,Bed009,oh yeah .,2,4923
4924,Bed009-c0_3180370_3180640,b,Bed009-c0,mn048,Bed009,i see .,2,4924
4925,Bed009-c0_3180640_3181660,b,Bed009-c0,mn048,Bed009,yeah yeah really .,2,4925
4933,Bed009-c5_3194800_3195050,b,Bed009-c5,me010,Bed009,okay .,2,4933
4936,Bed009-c0_3201590_3201800,b,Bed009-c0,mn048,Bed009,all right .,2,4936
4944,Bed011-c2_0092470_0092770,b,Bed011-c2,mn015,Bed011,all right .,2,4944
4951,Bed011-c1_0113283_0113663,b,Bed011-c1,me045,Bed011,okay .,2,4951
4960,Bed011-c2_0134057_0134417,b,Bed011-c2,mn015,Bed011,we'll see .,2,4960
4978,Bed011-c3_0244039_0244439,b,Bed011-c3,me010,Bed011,right right .,2,4978
4980,Bed011-c3_0244930_0246730,b,Bed011-c3,me010,Bed011,so - yeah .,2,4980
5016,Bed011-c4_0437910_0523430,b,Bed011-c4,fe046,Bed011,m- - yes .,2,5016
5026,Bed011-c0_0454640_0455030,b,Bed011-c0,fn050,Bed011,okay .,2,5026
5043,Bed011-c1_0506230_0506860,b,Bed011-c1,me045,Bed011,huh .,2,5043
5048,Bed011-c0_0514392_0514702,b,Bed011-c0,fn050,Bed011,okay .,2,5048
5062,Bed011-c1_0546210_0546460,b,Bed011-c1,me045,Bed011,yeah .,2,5062
5067,Bed011-c0_0566399_0566759,b,Bed011-c0,fn050,Bed011,okay .,2,5067
5068,Bed011-c0_0567624_0567844,b,Bed011-c0,fn050,Bed011,huh .,2,5068
5069,Bed011-c1_0567640_0568070,b,Bed011-c1,me045,Bed011,uhhuh .,2,5069
5070,Bed011-c1_0568070_0568450,b,Bed011-c1,me045,Bed011,uhhuh .,2,5070
5094,Bed011-c3_0612860_0613270,b,Bed011-c3,me010,Bed011,okay .,2,5094
5102,Bed011-c1_0652079_0652649,b,Bed011-c1,me045,Bed011,uhhuh .,2,5102
5112,Bed011-c3_0701056_0701236,b,Bed011-c3,me010,Bed011,right .,2,5112
5132,Bed011-c3_0841300_0841530,b,Bed011-c3,me010,Bed011,right .,2,5132
5138,Bed011-c2_0887251_0887641,b,Bed011-c2,mn015,Bed011,huh .,2,5138
5139,Bed011-c2_0888914_0890194,b,Bed011-c2,mn015,Bed011,huh huh .,2,5139
5170,Bed011-c1_1025620_1026030,b,Bed011-c1,me045,Bed011,uhhuh .,2,5170
5172,Bed011-c1_1036630_1037090,b,Bed011-c1,me045,Bed011,okay .,2,5172
5184,Bed011-c1_1061200_1061720,b,Bed011-c1,me045,Bed011,uhhuh .,2,5184
5194,Bed011-c1_1109440_1110190,b,Bed011-c1,me045,Bed011,uhhuh .,2,5194
5210,Bed011-c1_1152300_1152690,b,Bed011-c1,me045,Bed011,uhhuh .,2,5210
5215,Bed011-c2_1178010_1178440,b,Bed011-c2,mn015,Bed011,uhhuh .,2,5215
5216,Bed011-c2_1180980_1181110,b,Bed011-c2,mn015,Bed011,yeah .,2,5216
5226,Bed011-c2_1204930_1205420,b,Bed011-c2,mn015,Bed011,yep yep .,2,5226
5252,Bed011-c3_1296310_1296520,b,Bed011-c3,me010,Bed011,yeah .,2,5252
5254,Bed011-c1_1297590_1297760,b,Bed011-c1,me045,Bed011,yeah .,2,5254
5256,Bed011-c1_1298630_1298830,b,Bed011-c1,me045,Bed011,yeah .,2,5256
5257,Bed011-c2_1298650_1298850,b,Bed011-c2,mn015,Bed011,yeah .,2,5257
5261,Bed011-c1_1306950_1307230,b,Bed011-c1,me045,Bed011,uhhuh .,2,5261
5263,Bed011-c1_1317530_1317920,b,Bed011-c1,me045,Bed011,uhhuh .,2,5263
5266,Bed011-c1_1322520_1322960,b,Bed011-c1,me045,Bed011,right .,2,5266
5284,Bed011-c1_1379310_1379870,b,Bed011-c1,me045,Bed011,yeah yeah .,2,5284
5286,Bed011-c3_1386400_1386680,b,Bed011-c3,me010,Bed011,yeah .,2,5286
5292,Bed011-c3_1395840_1396050,b,Bed011-c3,me010,Bed011,right .,2,5292
5318,Bed011-c2_1446640_1447040,b,Bed011-c2,mn015,Bed011,yeah .,2,5318
5330,Bed011-c3_1482190_1482430,b,Bed011-c3,me010,Bed011,okay .,2,5330
5335,Bed011-c3_1488150_1488520,b,Bed011-c3,me010,Bed011,okay .,2,5335
5337,Bed011-c3_1489820_1489970,b,Bed011-c3,me010,Bed011,all right .,2,5337
5363,Bed011-c3_1543470_1543720,b,Bed011-c3,me010,Bed011,yeah .,2,5363
5366,Bed011-c3_1545530_1545700,b,Bed011-c3,me010,Bed011,yeah .,2,5366
5368,Bed011-c1_1547820_1548150,b,Bed011-c1,me045,Bed011,yeah .,2,5368
5369,Bed011-c3_1548280_1548600,b,Bed011-c3,me010,Bed011,okay .,2,5369
5375,Bed011-c2_1559590_1559770,b,Bed011-c2,mn015,Bed011,okay .,2,5375
5384,Bed011-c2_1591620_1591760,b,Bed011-c2,mn015,Bed011,yeah .,2,5384
5389,Bed011-c4_1603980_1604110,b,Bed011-c4,fe046,Bed011,yeah .,2,5389
5390,Bed011-c1_1604040_1604260,b,Bed011-c1,me045,Bed011,okay .,2,5390
5407,Bed011-c3_1641830_1641970,b,Bed011-c3,me010,Bed011,right .,2,5407
5408,Bed011-c3_1644420_1644750,b,Bed011-c3,me010,Bed011,yeah .,2,5408
5417,Bed011-c4_1658360_1658680,b,Bed011-c4,fe046,Bed011,yeah .,2,5417
5418,Bed011-c3_1660300_1660680,b,Bed011-c3,me010,Bed011,okay .,2,5418
5419,Bed011-c2_1660680_1660840,b,Bed011-c2,mn015,Bed011,yeah .,2,5419
5420,Bed011-c2_1661420_1661670,b,Bed011-c2,mn015,Bed011,@reject@ okay .,2,5420
5428,Bed011-c3_1681770_1681940,b,Bed011-c3,me010,Bed011,yeah .,2,5428
5433,Bed011-c2_1698580_1702880,b,Bed011-c2,mn015,Bed011,uhhuh yeah .,2,5433
5439,Bed011-c2_1718490_1719570,b,Bed011-c2,mn015,Bed011,huh uhhuh .,2,5439
5441,Bed011-c1_1732950_1733390,b,Bed011-c1,me045,Bed011,uhhuh .,2,5441
5444,Bed011-c3_1742830_1743010,b,Bed011-c3,me010,Bed011,yeah .,2,5444
