Unnamed: 0,content,recipient,sender,sentOnBehalfOf,session,block,input_ids,token_type_ids,attention_mask,logits,labels_h,labels
32,Sydney; this is Harrison,eng1,vc3,vc3,1901,,"[array([ 101, 3994, 1025, 2023, 2003, 6676,  102,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 2.854446    1.7107888   0.07205268 -0.95144904 -0.10503958 -2.1490908
 -1.9834005 ]",statement,0
33,"Operations Specialist: Hello, no, drilling person is in usa 
",teamGeo,teamConstr,con1,1901,,"[array([  101,  3136,  8325,  1024,  7592,  1010,  2053,  1010, 15827,
         2711,  2003,  1999,  3915,   102,     0,     0,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.5766788  1.6026969  0.2437566 -0.8092661 -1.0492469 -2.0492315
 -2.0389237]",statement,0
34,"Martian Meteorology Specialist: Hello. Any first picks for location?
",teamGeo,teamvc,vc1,1901,,"[array([  101, 20795, 23879,  6779,  8325,  1024,  7592,  1012,  2151,
         2034, 11214,  2005,  3295,  1029,   102,     0,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 0.21216218  0.3521886   0.10579895 -1.303981    3.2936485  -1.4096938
 -1.7533773 ]",question,4
35,Hi; this is Harrison,con2,vc3,vc3,1901,,"[array([ 101, 7632, 1025, 2023, 2003, 6676,  102,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.2753224   1.7217813   0.21856639 -0.7805038  -0.83221436 -2.1062987
 -1.9452513 ]",statement,0
36,hello fluid engineer. good afternoon,eng3,geo1,geo1,1901,,"[array([ 101, 7592, 8331, 3992, 1012, 2204, 5027,  102,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.6677318   1.4545223   0.65911084 -0.5616969  -1.3031776  -1.9415479
 -1.9729284 ]",statement,0
37,Hydrogeologist: hello engineering team!,teamEng,teamGeo,geo1,1901,,"[array([  101, 18479,  3351,  8662,  1024,  7592,  3330,  2136,   999,
          102,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 1.12912     0.00369073  2.7865179   1.1564242  -1.290579   -1.7271267
 -1.6337863 ]",backchannel,2
38,Mechanical Engineer: Good luck!,teamGeo,teamEng,eng2,1901,,"[array([ 101, 6228, 3992, 1024, 2204, 6735,  999,  102,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 2.9909391   1.3660469   1.4999295  -0.04743282 -1.5052743  -2.0646956
 -1.8046137 ]",statement,0
39,"Hydrogeologist: 44, 36
",teamGeo,teamGeo,geo1,1901,,"[array([  101, 18479,  3351,  8662,  1024,  4008,  1010,  4029,   102,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.3884318   1.486888    0.48122066 -0.75436056 -0.96519    -1.8864896
 -1.9516705 ]",statement,0
40,"Hydrogeologist: 23, 49",teamGeo,teamGeo,geo1,1901,,"[array([  101, 18479,  3351,  8662,  1024,  2603,  1010,  4749,   102,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.362528   1.4440145  0.6245863 -0.6850212 -0.880354  -1.992673
 -2.0643015]",statement,0
41,"Biochemical Engineer: We are currently looking at 23, 49",teamEng,teamEng,eng1,1901,,"[array([  101, 16012, 15869,  3992,  1024,  2057,  2024,  2747,  2559,
         2012,  2603,  1010,  4749,   102,     0,     0,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.2554579   1.7030401   0.05433167 -1.0242101  -0.56463414 -1.9509907
 -1.9313854 ]",statement,0
42,Biochemical Engineer: How would this work for you? ,teamEng,teamEng,eng1,1901,,"[array([  101, 16012, 15869,  3992,  1024,  2129,  2052,  2023,  2147,
         2005,  2017,  1029,   102,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 0.0198201   0.09427377  0.07482951 -1.2538657   3.4024463  -1.229726
 -1.6385057 ]",question,4
43,"Fluid Engineer: 39,24?",teamGeo,teamEng,eng3,1901,,"[array([ 101, 8331, 3992, 1024, 4464, 1010, 2484, 1029,  102,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 0.11041395  0.22483873  0.22109082 -1.2157255   3.3572176  -1.2358115
 -1.6915637 ]",question,4
44,Structural Geologist: The amount of available water there is fairly low,teamEng,teamGeo,geo2,1901,,"[array([  101,  8332, 21334,  1024,  1996,  3815,  1997,  2800,  2300,
         2045,  2003,  7199,  2659,   102,     0,     0,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.175737    1.3183612  -0.13797113 -1.1741273  -0.188277   -1.776601
 -2.0005913 ]",statement,0
45,"Sedimentologist: hmm the water available looks pretty low and the water loss is 1 for 39,24",teamEng,teamGeo,geo3,1901,,"[array([  101, 19671,  8662,  1024, 17012,  1996,  2300,  2800,  3504,
         3492,  2659,  1998,  1996,  2300,  3279,  2003,  1015,  2005,
         4464,  1010,  2484,   102,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.355634    1.4030266  -0.06009247 -1.0706817  -0.35668135 -1.9653975
 -2.1759574 ]",statement,0
46,"Structural Geologist: Can you check 23, 49 for us?

",teamEng,teamGeo,geo2,1901,,"[array([  101,  8332, 21334,  1024,  2064,  2017,  4638,  2603,  1010,
         4749,  2005,  2149,  1029,   102,     0,     0,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 0.04516556  0.12552801  0.06804218 -1.2362863   3.401669   -1.2063562
 -1.6642385 ]",question,4
47,"We have 30 minutes remaining
",vc2,geo3,geo3,1901,,"[array([ 101, 2057, 2031, 2382, 2781, 3588,  102,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 2.786262    1.5402803   0.03370498 -1.2578399   0.16541423 -1.8423569
 -1.8663819 ]",statement,0
48,"Drilling Specialist: FYI, we are looking at co-ordinates 23,49 and 44,36 based on geology teams recommendations",teamGeo,teamConstr,con2,1901,,"[array([  101, 15827,  8325,  1024,  1042, 10139,  1010,  2057,  2024,
         2559,  2012,  2522,  1011,  2030, 18979,  4570,  2603,  1010,
         4749,  1998,  4008,  1010,  4029,  2241,  2006, 13404,  2780,
        11433,   102,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 0, 0, 0], dtype=int8)                       ]","[ 3.329922    1.740253   -0.29770106 -1.1572717  -0.54399675 -2.1174738
 -1.9610065 ]",statement,0
49,Mechanical Engineer: i try,teamGeo,teamEng,eng2,1901,,"[array([ 101, 6228, 3992, 1024, 1045, 3046,  102,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.0003147   1.7290031  -0.1645856  -1.0847846  -0.39202517 -2.2633085
 -1.9447398 ]",statement,0
50,"Does 23, 49 look like a good spot with the information you have?",con3,geo2,geo2,1901,,"[array([ 101, 2515, 2603, 1010, 4749, 2298, 2066, 1037, 2204, 3962, 2007,
        1996, 2592, 2017, 2031, 1029,  102,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 0.0282252   0.08937162  0.05523382 -1.2084892   3.4560199  -1.1787443
 -1.6571062 ]",question,4
51,"Hydrogeologist: 2nd Usable Water Flow, Most Liked by Maintenance + BioChem (23, 49)
",teamGeo,teamGeo,geo1,1901,,"[array([  101, 18479,  3351,  8662,  1024,  3416, 24013,  2300,  4834,
         1010,  2087,  4669,  2011,  6032,  1009, 16012,  5403,  2213,
         1006,  2603,  1010,  4749,  1007,   102,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.50785     1.5726964   0.14004028 -0.96712804 -0.78832215 -1.9964749
 -2.0087497 ]",statement,0
52,"Maintenance Specialist: Hello; 23, 49 looks good to us so far. Do you have any good coordinates?",teamvc,teamvc,vc3,1901,,"[array([  101,  6032,  8325,  1024,  7592,  1025,  2603,  1010,  4749,
         3504,  2204,  2000,  2149,  2061,  2521,  1012,  2079,  2017,
         2031,  2151,  2204, 12093,  1029,   102,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 0.13647413  0.374764   -0.0152955  -1.2704133   3.4155562  -1.4497012
 -1.7203927 ]",question,4
53,"Maintenance Specialist: Hello; 23, 49 looks good to us so far. Do you have any good coordinates?
",teamConstr,teamvc,vc3,1901,,"[array([  101,  6032,  8325,  1024,  7592,  1025,  2603,  1010,  4749,
         3504,  2204,  2000,  2149,  2061,  2521,  1012,  2079,  2017,
         2031,  2151,  2204, 12093,  1029,   102,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 0.13647413  0.374764   -0.0152955  -1.2704133   3.4155562  -1.4497012
 -1.7203927 ]",question,4
54,"Hydrogeologist: We are looking at (23, 49) , (44, 36)
 ",teamvc,teamGeo,geo1,1901,,"[array([  101, 18479,  3351,  8662,  1024,  2057,  2024,  2559,  2012,
         1006,  2603,  1010,  4749,  1007,  1010,  1006,  4008,  1010,
         4029,  1007,   102,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.1030667   1.6838812  -0.00748174 -1.0651155  -0.23219074 -2.0328147
 -1.9962953 ]",statement,0
55,"Hi, could you give me your values for 23,49",con3,con2,con2,1901,,"[array([ 101, 7632, 1010, 2071, 2017, 2507, 2033, 2115, 5300, 2005, 2603,
        1010, 4749,  102,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 1.6173291  1.3817055 -0.4770888 -1.3918965  1.7432709 -2.299175
 -2.0676532]",question,4
56,"Hi, could you give me your values for 23,49",con1,con2,con2,1901,,"[array([ 101, 7632, 1010, 2071, 2017, 2507, 2033, 2115, 5300, 2005, 2603,
        1010, 4749,  102,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 1.6173291  1.3817055 -0.4770888 -1.3918965  1.7432709 -2.299175
 -2.0676532]",question,4
57,"Drilling Specialist: Hi guys, could you send me your values for co-ordinates 23,49",teamConstr,teamConstr,con2,1901,,"[array([  101, 15827,  8325,  1024,  7632,  4364,  1010,  2071,  2017,
         4604,  2033,  2115,  5300,  2005,  2522,  1011,  2030, 18979,
         4570,  2603,  1010,  4749,   102,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 1.5698915   1.3667561  -0.42617792 -1.4201556   1.9087152  -2.2001374
 -2.117403  ]",question,4
58,Do you have any coordinate reccomendations?,con1,geo2,geo2,1901,,"[array([  101,  2079,  2017,  2031,  2151, 13530, 28667,  9006, 10497,
        10708,  1029,   102,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 0.08860818  0.05988701  0.10491392 -1.2106975   3.3976552  -1.1630309
 -1.6429939 ]",question,4
59,"Sedimentologist: 44, 36 still looks like the best, though I'd like to find something with less water loss",teamGeo,teamGeo,geo3,1901,,"[array([  101, 19671,  8662,  1024,  4008,  1010,  4029,  2145,  3504,
         2066,  1996,  2190,  1010,  2295,  1045,  1005,  1040,  2066,
         2000,  2424,  2242,  2007,  2625,  2300,  3279,   102,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 2.9037817   1.5430255  -0.35838658 -0.9922384  -0.4462774  -2.3503394
 -2.0865004 ]",statement,0
