,speaker,content,block,session,labels,labels_h
492,Zheny,I didn’t get it right away. She says: “I ate soap.” And I said: “How did you eat soap?” A walnut like soap.,4,3,4,follow-me
493,Nasty,You are [UI] and she is soapy walnut.,4,3,0,question
494,Rya,[UI],4,3,0,question
495,Nasty,We need four more.,4,3,0,question
496,Zheny,"Well, how about this – Kimberly…//So, what area we doing?...// [UI] not answering, right?",4,3,0,question
497,Ali,//I don’t like all this for some reason. What the hell?,4,3,4,follow-me
498,Nasty,Write that to them.,4,3,0,question
499,Ali,"No, no need for that. They’ll get more offended. //Then they won’t talk to us at all.",4,3,0,question
500,Nasty,//What about us? Aren’t we offended?,4,3,4,follow-me
501,Zheny,Can we make a decision ourselves here or do we //need to wait?,4,3,4,follow-me
502,Dash,//Not for them.,4,3,0,question
503,Ali,"Well, they need to place checkmarks… and forty-five minutes and that’s it.",4,3,0,question
504,Zheny,"Well, I think this //[UI]",4,3,0,question
505,Dash,How much has gone by? Are you keeping track of time?,4,3,4,follow-me
506,Zheny,"They stopped, I said, //a second time…",4,3,0,question
507,Ali,"//Well, when…",4,3,1,statement
508,Dash,"So how much? Fifty-seven minutes? Well, there was also the video in there, right? Fifteen minutes, // Ten minutes…",4,3,4,follow-me
509,Ali,"Well, these windows appear every ten minutes. Ten minutes, twenty minutes, thirty minutes. We’ve seen them twice now. Right?",4,3,4,follow-me
510,Dash,//Twenty minutes went by?,4,3,4,follow-me
511,Nasty,//[UI],4,3,0,question
512,Ali,Next time it will be thirty minutes.,4,3,0,question
513,Dash,My God! We are such a  good team! Priceless. We saved almost nine thousand people.,4,3,0,question
514,Zheny,"I don’t know about saved, but at least…",4,3,0,question
515,Dash,Watered…,4,3,0,question
516,Zheny,[UI],4,3,0,question
517,Rya,What did he say?,4,3,4,follow-me
518,Zheny,//[UI],4,3,0,question
519,Ali,//We saved nine thousand people all by ourselves.,4,3,0,question
520,Natash,[UI] [SL] humor.,4,3,0,question
521,Rya,[UI],4,3,0,question
522,Ali,[UI],4,3,0,question
523,Nasty,No. [UI],4,3,0,question
524,Zheny,They depend.,4,3,0,question
525,Ali,On us.,4,3,0,question
526,Rya,They depend on us?,4,3,4,follow-me
527,Zheny,Yes. On us.,4,3,0,question
528,Rya,The time is ticking.,4,3,0,question
529,Natash,Time is ticking?,4,3,4,follow-me
530,Ali,Time is ticking.,4,3,0,question
531,Natash,[UI]. “Ticking” is “ticking”?,5,3,0,question
532,Zheny,"Yes, [UI]",5,3,0,question
533,Ali,Correct…,5,3,0,question
534,Natash,Time is ticking.,5,3,0,question
535,Nasty,Can I go to the bathroom?,5,3,4,follow-me
536,Ali,Of course.,5,3,0,question
537,Natash,There may be some messages…,5,3,0,question
538,Dash,"Then they’ll say: “Guys, [UI]”",5,3,0,question
539,Al,//[UI],5,3,0,question
540,Dash,"Well, [UI]",5,3,0,question
541,Ali,//Same people…,5,3,0,question
542,Dash,//Now they’ll send someone… They could at least wave a camera. Any movement…,5,3,0,question
543,Zheny,"They won’t wave, they’ll go like this…",5,3,0,question
544,Dash,"It will be like Morse Code, right?",5,3,4,follow-me
545,Zheny,Yes.,5,3,0,question
546,Natash,We should have arranged with them long ago so they could give some signs.,5,3,0,question
547,Dash,"//Yes, everything is fine, no.",5,3,0,question
548,Natash,//[UI],5,3,0,question
549,Zheny,"Well, yesterday they told Ryan to help. When the time came, //everyone was gone. Nine five.",5,3,0,question
550,Ali,//[UI],5,3,0,question
551,Ali,Aslan said we need to help [UI],5,3,0,question
552,Rya,Yes.,5,3,0,question
553,Ali,So this is the perfect opportunity right there.,5,3,0,question
554,Zheny,"So, Ryan, ask me to help out right now. If needed, we can translate.",5,3,0,question
555,Ali,Ask for help and Zhenya will help out.,5,3,0,question
556,Rya,I will get more people.,5,3,0,question
557,Natash,"Alik, today we’re eating cucumber. Remember?",5,3,4,follow-me
558,Ali,Yes. I already told Nastya that twice… Not just cucumbers… what else?,5,3,4,follow-me
559,Rya,//Cucumber.,5,3,0,question
560,Ali,//Cake [UI],5,3,0,question
561,Zheny,Cucumber.,5,3,0,question
562,Natash,Pinckles.,5,3,0,question
563,Ali,Pickles.,5,3,0,question
564,Natash,"Not pinkles, pickles.",5,3,0,question
565,Ali,//[UI],5,3,0,question
566,Nasty,//Max is wishing us happy May first. He got his hair cut:what a stud. [UI],5,3,0,question
567,Zheny,Did he really cut his hair?,5,3,4,follow-me
568,Dash,I need to cut your hair. I have experience already.,5,3,0,question
569,Nasty,"You don’t listen to them, do you? I think I’ll be ready for that soon.",5,3,4,follow-me
570,Dash,"Shower soon, so I’ll have experience cutting with head hair, but also [SL] chest.",5,3,0,question
571,Natash,[UI],5,3,0,question
572,Nasty,Chest?,5,3,4,follow-me
573,Dash,Yes.,5,3,0,question
574,Nasty,You’re going to cut chest hair?,5,3,4,follow-me
575,Dash,"Well, not cut it, but do [UI]",5,3,0,question
576,Nasty,//[UI],5,3,0,question
577,Natash,"I don’t think Nastya understood what Dasha meant, at first… No one would.",5,3,0,question
578,Nasty,Yes. //They can hear us…,5,3,0,question
579,Dash,"//In [UI] it’s called shaving a lightning bolt around the neck and temples. But, here it will be on the chest.",5,3,0,question
580,Nasty,Good luck… On whom?,5,3,4,follow-me
581,Ali,"So, now we have Project Red… and we are not working at all.",5,3,0,question
582,Nasty,"You responded that… Ah, so I didn’t get this message from you: “Everything is in order.”",5,3,0,question
583,Ali,Why? There shouldn’t be delays here.,5,3,4,follow-me
584,Nasty,I don’t see it.,5,3,0,question
585,Dash,"Zhenya, did you eat any walnuts?",5,3,4,follow-me
586,Zheny,No. I tried them a while ago and for some reason they taste like cellar potatoes to me.,5,3,0,question
587,Dash,"They were good. Just now, for some reason…",5,3,0,question
588,Nasty,They got old.,5,3,0,question
589,Zheny,"I’m telling you, they started washing them… with soap… or they didn’t rinse them… Now I will introduce myself for the presentation as [UI] a cosmonaut – Terrain specialist… or who am I again?",5,3,0,question
590,Zheny,Correct – Terrain. I like drilling more.,5,3,0,question
591,Ali,Drilling?,5,3,4,follow-me
592,Zheny,Yes. Somehow it sounds better… Drilling.,5,3,0,question
593,Ali,That is about drilling.,5,3,0,question
594,Zheny,It just works better – drilling.,5,3,0,question
595,Nasty,"For drilling, yeah. Good translation.",5,3,0,question
596,Ali,"[UI], yeah?",5,3,0,question
597,Zheny,This one isn’t bad either – Scientologist.,5,3,0,question
598,Natash,Scientologist.,5,3,0,question
599,Zheny,Sedimentologist.,5,3,0,question
600,Nasty,"Oh, work!",5,3,0,question
601,Ali,That means thirty minutes.,5,3,0,question
602,Zheny,"So, only a bit left, right?",5,3,4,follow-me
603,Ali,"Well, really, there is another fifteen minutes after that.",5,3,0,question
604,Dash,So half of what we already did.,5,3,0,question
605,Zheny,Half?,5,3,4,follow-me
606,Dash,Mhm.,5,3,0,question
607,Zheny,"No, I mean with this right here.",5,3,0,question
608,Ali,"Yes, that thing appears every ten minutes.",5,3,0,question
609,Zheny,//And then:letters… //letters are coming to us.,5,3,0,question
610,Dash,For fifteen more minutes.,5,3,0,question
611,Natash,We need to sit for forty-five minutes with this Project Red. Watch over this program.,5,3,0,question
612,Zheny,I feel like we’ve already been sitting here for forty-five hours.,5,3,0,question
613,Natash,It’s actually only been thirty minutes. Fifteen left.,5,3,0,question
614,Zheny,I feel like they’re lying for some reason.,5,3,0,question
615,Natash,If none of them move their program ends there. They told us to finish everything in forty-five minutes.,5,3,0,question
616,Natash,I lost something [UI],5,3,0,question
617,Zheny,They’re sleeping.,5,3,0,question
618,Natash,There really is no one there.,5,3,0,question
619,Zheny,Max is the only one who came in. He stopped on his morning run and to hit the plus sign.,5,3,0,question
620,Ali,[UI],5,3,0,question
621,Dash,Oh! The mechanic woke up.,5,3,0,question
622,Natash,"Yeah, right.",5,3,2,declarative question
623,Dash,See the message?,5,3,4,follow-me
624,Natash,[SL] They send this message? We have twenty minutes… Maybe they’re sitting in [UI]?,5,3,0,question
625,Zheny,What?,5,3,4,follow-me
626,Natash,"Well, like, they stayed in the program so it would send some know-nothing message in the chat every ten minutes.",5,3,0,question
627,Dash,"Yes, definitely, because…",5,3,0,question
628,Natash,Because: “They send this message. We have twenty minutes” …//Is meaningless.,5,3,0,question
629,Ali,//Yes. They’re checking something.,5,3,0,question
630,Natash,Just as if…,5,3,0,question
631,Nasty,"Ah there, I received one from you.",5,3,0,question
632,Ali,You received one? Good.,5,3,4,follow-me
633,Nasty,I can’t see it.,5,3,0,question
634,Zheny,"This year, in just a few months basically, I will change my passport… and I’m doing this nonsense… I’m playing toys with kids.",5,3,0,question
635,Natash,You’re doing this as charity. Charity.,5,3,0,question
636,Zheny,"Yes, altruism… It’s good Ryan is here and helping.",5,3,0,question
637,Ali,He is thankful he is next to Ryan.// [UI],5,3,0,question
638,Rya,//[UI],5,3,0,question
639,Zheny,[SL] Didn’t get lost.,5,3,0,question
640,Rya,That means that he is in charge of the check.,5,3,0,question
641,Zheny,"No, I’m just reacting to my title – Terrain.",5,3,0,question
642,Ali,Ha! Good.,5,3,0,question
643,Zheny,"Well, did they send it?",5,3,4,follow-me
644,Ali,-Nastya is writing to me here.,5,3,0,question
645,Nasty,[UI],5,3,0,question
646,Dash,Write something to me. [UI],5,3,0,question
647,Zheny,But who are you?,5,3,4,follow-me
648,Dash,I’m fluid engineer.,5,3,0,question
649,Zheny,//[UI],5,3,0,question
650,Alik to Rya,//Email her.,5,3,0,question
651,Natash,//[UI],5,3,0,question
652,Dash,//[UI] a heart comes out.,5,3,0,question
653,Zheny,How do you write it? Do I click on you or write it?,5,3,4,follow-me
654,Dash,"Yes. “Hi, how do you do?”",5,3,4,follow-me
655,Dash,Now you’re all writing to me and I will //send out the letters in the next program.,5,3,0,question
656,Zheny,//And he’ll send you the answer at the next session in three weeks.,5,3,0,question
657,Nasty,You’re writing in Russian in the general chat.,5,3,0,question
658,Ali,What?,5,3,4,follow-me
659,Nasty,You wrote something in Russian in the general chat.,5,3,0,question
660,Ali,"No, only to you.",5,3,0,question
661,Nasty,"No, in the general geologist chat.",5,3,0,question
662,Ali,No.,5,3,0,question
663,Nasty,"“I don’t know what to write, so I’ll write this crap. [UI]”",5,3,0,question
664,Zheny,Don’t worry about it.,5,3,0,question
665,Ali,I only wanted to write that to you.,5,3,0,question
666,Zheny,Today is May first… They’ll get it.,5,3,0,question
667,Rya,"What did you write, Alik?",5,3,4,follow-me
668,Nasty,//He wrote in Russian.,5,3,0,question
669,Ali,"//I wrote in Russian, but I thought it was for [UI]",5,3,0,question
670,Nasty,He wrote: “I don’t know what to write so I’ll write this bullshit here.”,5,3,0,question
671,Rya,You can’t expect them to be reading all of them anyways.,5,3,0,question
672,Ali,"Yeah, that’s… anything //[UI]",5,3,0,question
673,Nasty,"Wait, I also… What I wrote to you loaded in general chat on mine for some reason.",5,3,0,question
674,Ali,"Yeah, exactly. Not all the windows here //go…",5,3,0,question
675,Nasty,//Know what I wrote?,5,3,4,follow-me
676,Natash,//Yes.,5,3,1,statement
677,Ali,"That’s it, write carefully… //Because they writing to them…",5,3,0,question
678,Dash,//Only mine is wrong for some reason…,5,3,0,question
679,Nasty,Ok. My message to Dasha //also was [UI],5,3,0,question
680,Ali,//She is operations.,5,3,0,question
681,Dash,"Yes, but it came to me for some reason not like from the sedimentologist, and not from you.",5,3,0,question
682,Ali,"Already, see, three times…",5,3,0,question
683,[Audio from 0,23:24 of this video],5,3,0,question
684,Zheny,Everything works for everyone. Yes.,5,3,0,question
685,Ali,"What, done already?",5,3,4,follow-me
686,Zheny,Yes… I’m terrain,5,3,0,question
687,Natash,[UI] they don’t choose very well… I don’t know… all my work with the Martian groups.,6,3,0,question
688,Zheny,You’re hard on them…,6,3,0,question
689,Natash,"Not as hard as I could be yet, but now I’m choosing “somewhat [UI]” //instead of “nice [UI]”",6,3,0,question
690,Dash,"//Can we check with our [UI] about what role the Martian group plays besides placing checkmarks? Well, if robots are answering us, in our version, since it’s not always…",6,3,0,question
691,Ali,You think they aren’t people?,6,3,4,follow-me
692,Dash,"Well, we’re just talking about some of our data, and the person there writes about twenty minutes.",6,3,0,question
693,Ali,"Well, today was an unusual session…",6,3,0,question
694,Natash,All the other times //were like that.,6,3,0,question
695,Dash,"//Well, last time too, when the delays started, there wasn’t a single decent, appropriate answer. I mean, at first they praised us: “Yes, together is cool. Good job for choosing her…” There weren’t delays then. The messages were live…",6,3,0,question
696,Ali,"Well, we can ask. [To Ryan] She wants to [UI] if it’s actually people responding to us and they do not use a computer program. [UI] since delay has been implemented, the system really [UI] the communications.",6,3,0,question
697,Rya,Yeah. [UI] people. But I don’t know.,6,3,0,question
698,Zheny,Does this actually bother someone?,6,3,4,follow-me
699,Dash,"No. Well, it’s just that we have to sit like this for another twenty minutes…",6,3,0,question
700,Zheny,"Well, [UI].",6,3,0,question
701,Dash,And?,6,3,4,follow-me
702,Zheny,[UI] anybody.,6,3,0,question
703,Dash,We’ll finish all this and break up…,6,3,0,question
704,Zheny,They will sit there…,6,3,0,question
705,Dash,On purpose?,6,3,4,follow-me
706,Zheny,Send a photo… //[UI],6,3,0,question
707,Ali,//[UI],6,3,0,question
708,Ali,How old are you?,6,3,4,follow-me
709,Zheny,Yes. How old are you?,6,3,4,follow-me
710,Rya,Everybody [UI],6,3,0,question
711,Ali,Yeah. Let everybody [UI].,6,3,0,question
712,Natash,And why did geology ask that question [UI] ?,6,3,0,question
713,Dash,Yes.,6,3,0,question
714,Natash,In two parts.,6,3,0,question
715,Dash,More parts.,6,3,0,question
716,Natash,"//For now, only the second one…",6,3,0,question
717,Ali,Zhenya finished ten minutes ago now. He’s relaxing.,6,3,0,question
718,Ali,//Just no nuts…,6,3,0,question
719,Natash,//[UI],6,3,0,question
720,Dash,"Yes, [UI]…",6,3,0,question
721,Alik to Rya,Do you know who will bring that [SL] LC two?,6,3,0,question
722,Rya,[UI],6,3,0,question
723,Ali,The [SL] PLC for this.,6,3,0,question
724,Rya,It must be here. One of Igor’s…,6,3,0,question
725,Ali,Igor?,6,3,4,follow-me
726,Rya,"Yeah, I think. //Just email him.",6,3,0,question
727,Ali,"//If it really bothers you, you can ask Igor [SL] Saveliev. But I doubt even he knows about this. [UI] knows more.",6,3,0,question
728,Rya,You would just send it to [UI].,6,3,0,question
729,Alik to Dash,Wait until May eleventh and then ask your questions.,6,3,0,question
730,Zheny,Write them down in a notebook and then ask when he arrives.,6,3,0,question
731,Ali,//It will be like that.,6,3,0,question
732,Rya,"Igor mentioned that the chat would be [UI] delayed. So, I think last time we had [SL] their local [UI].",6,3,0,question
733,Alik to Dash,"See, he says Igor said then that as soon as the delay takes effect, this chat will basically be useless. So, then we will work independently from them, and they will be independent from us. And at the end we will place checkmarks and finish and that’s it. Like today. So, waiting for them is pointless.",6,3,0,question
734,Rya,A little different… This went different today.,6,3,0,question
735,Natash,"So, we need to do more probably… Don’t place checkmarks in the first ten minutes, but after fifteen or twenty minutes //so that later [UI]",6,3,0,question
736,Ali,"We managed in seven or eight minutes, right?",6,3,4,follow-me
737,Natash,"Well, sure. We can sit and chat. Just don’t place checkmarks.",6,3,0,question
738,Ali,"We can do that, yes… So, everyone ready? Let’s go the folder Project Red, Training, Training videos //and the very last one.",6,3,4,follow-me
739,Natash,"//Well, we know all this now… Maybe we don’t have to…",6,3,0,question
740,Zheny,"All of this is prescribed, right?",6,3,4,follow-me
741,Ali,Mhm.,6,3,0,question
742,Zheny,"So, we’re doing it. What is it? Training…",6,3,4,follow-me
743,Ali,The very last one – Project Red Training [UI].,6,3,0,question
744,Natash,Didn’t you say we could skip it later?,6,3,4,follow-me
745,Ali,It’s only four minutes… I’ll see what comes after.,6,3,0,question
746,Nasty,Dang… Sorry.,6,3,0,question
