,sender,recipient,content,block,session,labels,labels_h
302,teamGeo,teamGeo,"Structural Geologist: 7.24 - considering 25,41 again",2,3,0,statement
303,con2,con1,24.14?,2,3,4,question
304,teamConstr,teamConstr,Operations Specialist: can't do,2,3,0,statement
305,teamConstr,teamConstr,"Operations Specialist: 25, 41",2,3,0,statement
306,teamvc,teamEng,Maintenance Specialist: This one does not work for us\n,2,3,0,statement
307,eng1,eng3,"32,15?",2,3,4,question
308,teamvc,teamEng,"Martian Terrain Specialist: That doesn't work for us (24, 14)\n",2,3,0,statement
309,teamvc,teamEng,"Maintenance Specialist: 2, 8 and 25,41 seem options",2,3,0,statement
310,teamEng,teamvc,"Mechanical Engineer: 25,41 works good for me\n",2,3,0,statement
311,teamvc,teamvc,"Martian Meteorology Specialist: Everyone here likes 32,15!!!\n",2,3,0,statement
312,teamvc,teamvc,"Martian Terrain Specialist: 25, 41 seems best \nTraining decisions for me are \nH 10\nU 10\nM 2\nF 2",2,3,0,statement
313,teamEng,teamvc,"Biochemical Engineer: 32,15?",2,3,4,question
314,teamvc,teamvc,"Martian Meteorology Specialist: It's good for me, too.  I know you said that it's a little expensive, but maybe we can make it work. ",2,3,0,statement
315,teamvc,teamvc,Maintenance Specialist: who can change map cell\n,2,3,0,statement
316,teamGeo,teamGeo,"Structural Geologist: we're doing 25,41\n",2,3,0,statement
317,teamvc,teamvc,Maintenance Specialist: we need to sign off now 7:28,2,3,0,statement
318,teamEng,teamvc,"Mechanical Engineer: We are ready to sign off on (25,41) over here\n",2,3,0,statement
319,teamConstr,teamConstr,"Materials Specialist: Everyone here likes 32,15 .. the only thing it has a little bit higher maintenance cost?\n\nwhat do you think?",2,3,4,question
320,teamGeo,teamGeo,Structural Geologist: they can bend on price point,2,3,0,statement
321,teamvc,teamvc,"Martian Meteorology Specialist: (2,8) does not have water apparently according to the sedimentologist here.",2,3,0,statement
322,geo3,con1,"16:28 - 2,8 has no water. 25,41 has an average water loss of 1 (100%).",2,3,0,statement
323,teamvc,teamvc,Martian Terrain Specialist: Sorry M 9 F 10 are better,2,3,0,statement
324,teamConstr,teamConstr,"Operations Specialist: 7:28 - 25, 41 is good to go. drill and head A, steel, and 200 duty works with percussion drilling",2,3,0,statement
325,vc3,con2,"That one didn't work for our team, but we need to sign off\n",2,3,0,statement
326,con1,con2,"25, 41 is our sign off cell",2,3,0,statement
327,vc3,con2,"I think 25,41 is our best bet",2,3,0,statement
328,vc3,con2,do you guys copy?,2,3,4,question
329,geo3,con1,"16:29 - any chance on reviewing 32, 15 again?",2,3,4,question
330,teamConstr,teamConstr,Materials Specialist: all other factors are good and workable ,2,3,0,statement
331,teamGeo,teamGeo,"Sedimentologist: 16:29 - 25, 41 has an average water loss of 1 (100%)",2,3,0,statement
332,teamGeo,teamGeo,"Sedimentologist: 16:30 - any chance on reviewing 32,15 again?",2,3,4,question
333,teamvc,teamGeo,Maintenance Specialist: Hey were getting static over here? do you copy 7:30?,2,3,4,question
334,con3,con2,Percussion jetting?,2,3,4,question
335,teamvc,teamGeo,Maintenance Specialist: Would you guys be able to work on signing off?,2,3,4,question
336,teamvc,teamvc,"Martian Meteorology Specialist: 25,41 really is not good.  LOTS of red/yellow/orange zones",2,3,0,statement
337,teamvc,teamvc,"Martian Terrain Specialist: 25, 41 doesn't work for that side? ",2,3,4,question
338,teamvc,teamvc,"Martian Meteorology Specialist: 32,15 is INFINITELY better than 25,41.... also who inputs the final value into the signoff?",2,3,4,question
339,con2,vc3,Depth of UCA: 1482 (it is too much),2,3,0,statement
340,teamConstr,teamConstr,Materials Specialist: what's the wattage and torque?,2,3,4,question
341,teamGeo,teamGeo,"Structural Geologist: 7.33 - I thought it was previously mentioned that 25,41 looks good from the geology side?",2,3,4,question
342,teamConstr,teamConstr,"Materials Specialist: for 25,41",2,3,0,statement
343,teamGeo,teamGeo,"Sedimentologist: 16:32 - just a note: Average Water Loss is the average amount of water that is inaccessible due to its permeation into the hydraulic-confining bed ground layers. The values are 0.00 to 1.00. The value for 25, 41 is 1.00.",2,3,0,statement
344,con2,vc3,we want 32.15,2,3,0,statement
345,teamEng,teamvc,Biochemical Engineer: 100 loss\n,2,3,0,statement
346,vc3,con2,"Hey guys, we need to sign off\n",2,3,0,statement
347,teamGeo,teamvc,Sedimentologist: Hey we're here 16:34,2,3,0,statement
348,vc3,con2,"we have 25,41 \n",2,3,0,statement
349,teamGeo,teamGeo,"Structural Geologist: 32, 15 is way too expensive",2,3,0,statement
350,teamEng,teamvc,"Biochemical Engineer: we can 32,15",2,3,0,statement
351,teamGeo,teamGeo,Structural Geologist: can anyone on that side change the map cell,2,3,0,statement
352,teamGeo,teamvc,Sedimentologist: 16:34 - we can move forward. But it looks like we're still not agreed on a point just yet.,2,3,0,statement
353,teamvc,teamvc,Martian Terrain Specialist: There are 9 green zones though and accessability and usability are pretty high is there any way we can make it work? ,2,3,4,question
354,teamvc,teamvc,"Martian Terrain Specialist: Mechanical Engineer says 32, 15 is the worst option so far because we would get no water",2,3,0,statement
355,teamvc,teamEng,"Martian Terrain Specialist: mechanical engineer says absolutely not for 32, 15",2,3,0,statement
356,teamGeo,teamGeo,"Sedimentologist: 16:37 - looks like we made a mistake on our end - probably my miscalc on 25,41 - when we checked it again later I realized there was an issue with the water loss.",2,3,0,statement
357,geo3,con1,"16:38 - looks like it's listed as cell -1,-1 - We're not sure how to c0rrect that right now. Any word on that?",2,3,0,statement
358,teamvc,teamGeo,"Maintenance Specialist: Hey guys, we need to sign off for the sake of the study!",2,3,0,statement
359,teamvc,teamvc,"Maintenance Specialist: Hey, we need to sign off for the sake of the study!",2,3,0,statement
360,con1,geo3,no one on our team is able to either,2,3,0,statement
361,con1,geo3,7:42am,2,3,0,statement
362,teamvc,teamGeo,Martian Terrain Specialist: Do we know who's able to change the map cells,2,3,0,statement
363,eng2,vc2,hi\n,2,3,0,statement
364,vc2,eng2,hi loll,2,3,0,statement
365,teamvc,teamvc,Maintenance Specialist: our team is telling us to just sign out regardless and they will fix it next time!,2,3,0,statement
366,teamGeo,teamvc,Sedimentologist: Gottem,2,3,0,statement
367,geo3,con1,We're all signed off. See y'all in relay?,2,3,4,question
368,geo3,con1,16:42,2,3,0,statement
369,teamConstr,teamConstr,Materials Specialist: Thank you all,2,3,0,statement
370,teamvc,teamvc,Martian Meteorology Specialist: Thanks everyone! :),2,3,0,statement
371,teamGeo,teamvc,Sedimentologist: 16:46 We've all signed off. Looks like y'all too.,2,3,0,statement
372,teamGeo,teamGeo,Sedimentologist: What's up y'all? It's a boi the sedimentologist back at it again with the Project Red. Letsgoooo,0,4,4,question
373,teamConstr,teamConstr,Materials Specialist: Hello from Mars,0,4,0,statement
374,teamGeo,teamGeo,Sedimentologist: 15:27 Moscow time\n,0,4,0,statement
375,con3,con2,Nice to see you again,0,4,0,statement
376,teamvc,teamvc,"Martian Meteorology Specialist: Hello Team! Martian Meteorologist here, reporting from Moscow :)",0,4,0,statement
377,geo3,con1,"What's up Operations Spesh, it's ya boi, The Sedimentologist. Back at it again with the Project Red Design Task. 15:28 Moscow",0,4,0,statement
378,con2,con3,Hello!!\n,0,4,0,statement
379,geo3,vc1,Mic check,0,4,0,statement
380,geo1,con2,pur pur\n,0,4,0,statement
381,teamGeo,teamGeo,Sedimentologist: Request Comms check 15:28. Confirm?,0,4,4,question
382,geo3,con1,Request Comms check 15:28. Confirm?,0,4,4,question
383,geo1,geo3,HEY,0,4,0,statement
384,con3,geo1,Congratulation on your Name day,0,4,0,statement
385,eng1,eng2,"Hi, we started",0,4,0,statement
386,eng1,eng3,"Hi, we started",0,4,0,statement
387,vc1,geo3,got em\n,0,4,0,statement
388,geo1,con3,Thank you so MUCH!!!!\n,0,4,0,statement
389,teamConstr,teamGeo,Drilling Specialist: What about 8\\47?,0,4,0,statement
390,con1,con2,hello\n,0,4,0,statement
391,teamConstr,teamEng,Drilling Specialist: What about 8\\47?,0,4,0,statement
392,con1,con3,hello,0,4,0,statement
393,teamGeo,teamConstr,Hydrogeologist: perfect\n,0,4,0,statement
394,teamConstr,teamConstr,Materials Specialist: What do you think?,0,4,4,question
395,con1,geo3,confirmed :):) 6:36,0,4,0,statement
396,eng3,eng1,"cool, we've just started as well",0,4,0,statement
397,teamConstr,teamConstr,Operations Specialist: Hello!\n,0,4,0,statement
398,teamGeo,teamGeo,"Structural Geologist: hello! It is also ya boi, the structural geologist 06:36 illinois time. comms check received! We are starting now!",0,4,0,statement
399,teamConstr,teamConstr,"Materials Specialist: 12,44?",0,4,4,question
400,eng2,eng1,Hello! Our structural geologist is looking at some possible location options now. 6:37 CST,0,4,0,statement
401,teamConstr,teamConstr,"Drilling Specialist: 20, 44 perfect!",0,4,0,statement
402,teamvc,teamvc,"Martian Terrain Specialist: Hello! Our structural geologist is finding some locations. He wants us to look at 37,36\n",0,4,0,statement
403,con2,con1,"hello! What do you think about 20,44?",0,4,4,question
404,teamGeo,teamGeo,"Sedimentologist: Lit, awesome, received at 15:39 moscow time",0,4,0,statement
405,con3,con1,"Hello,",0,4,0,statement
406,teamConstr,teamConstr,"Operations Specialist: (8,47) seems to work well",0,4,0,statement
407,teamvc,teamvc,"Martian Terrain Specialist: Also 8,47",0,4,0,statement
408,teamGeo,teamConstr,Structural Geologist: 8/47 works pretty well for me. There is a lot of water available though its water recharge rate may be a little low. It is good for now nonetheless!\n,0,4,0,statement
409,teamEng,teamConstr,Mechanical Engineer: 8/47 gives the best option of water output if a plastic pump case and impeller is used,0,4,0,statement
410,geo3,con1,"King mode. Ok, we're moving along. We're reviewing some points now. Will have some recs in a bit. Y'all have any yet?",0,4,0,statement
411,con1,con2,"20,44 works well for me",0,4,0,statement
412,teamGeo,teamGeo,Sedimentologist: Big mode time. We're reviewing some points now. Will have some recs in a bit. Y'all have any yet? We're ready to get this bread. 15:42,0,4,0,statement
413,teamConstr,teamGeo,"Materials Specialist: Check for 37,36?",0,4,4,question
414,vc1,vc3,"we are getting info here that 37,36 has high contamination.  Sedimentologist says that 8,47 will lose a lot of water. \n",0,4,0,statement
415,eng1,eng2,many contaminates,1,4,0,statement
416,teamConstr,teamConstr,"Operations Specialist: (20,44) also works well (sent 6:47)",1,4,0,statement
417,con1,geo3,"20,44 works well (sent 6:48)",1,4,0,statement
418,teamvc,teamvc,"Martian Terrain Specialist: We're now looking at 20,44 and 7,38",1,4,0,statement
419,teamGeo,teamConstr,"Structural Geologist: 37,36 is a little low on available water but it is still workable. Illinois time 6:48",1,4,0,statement
420,vc1,vc3,"How about 37,3?",1,4,4,question
421,teamGeo,teamGeo,"Sedimentologist: how's 37, 3 lookin' for y'all?",1,4,4,question
422,teamEng,teamConstr,Biochemical Engineer: very good\n,1,4,0,statement
423,geo3,con1,"how's 37, 3 lookin' for y'all?",1,4,4,question
424,con2,eng2,"47,3 Sedimentologist, Hydrogeologist  and Martian Meteorology like",1,4,0,statement
425,geo3,con1,15:49,1,4,0,statement
426,teamGeo,teamConstr,Hydrogeologist: 37.3?\n,1,4,0,statement
427,teamGeo,teamGeo,Sedimentologist: 15:49\n,1,4,0,statement
428,teamConstr,teamEng,"Drilling Specialist: 47,3 better?",1,4,4,question
429,teamGeo,teamGeo,"Structural Geologist: The locations we have scouted so far are 37,36; 7,38; 20,44 // 6:49 Illinois time",1,4,0,statement
430,teamGeo,teamGeo,Structural Geologist: very ready to get this bread XD // 6:50 Illinois time,1,4,0,statement
431,teamConstr,teamGeo,"Drilling Specialist: 37,3 good\n",1,4,0,statement
432,teamConstr,teamConstr,"Materials Specialist: We're thinking of 37,3",1,4,0,statement
433,geo3,con1,"We have 97% water loss @ 20,44 - sorry my dude",1,4,0,statement
434,con1,geo3,"37,3 is fine for me (sent 6:52)",1,4,0,statement
435,teamGeo,teamGeo,Hydrogeologist: 29.19?\n,1,4,4,question
436,teamvc,teamvc,"Martian Meteorology Specialist: sedimentologist says 100% water loss at 7,38.  20, 44 is very muddy water",1,4,0,statement
437,con3,geo3,"Can you check the water loss in 10,47?",1,4,4,question
438,teamGeo,teamGeo,"Sedimentologist: 37, 36 - Good for me, Biochemical says bad\n7,38 - 100% water loss lmao\n20,44 - 97% water loss",1,4,0,statement
439,teamGeo,teamGeo,"Structural Geologist: 37,3 is looking quite desperate for amount of water available // 6:54 illinois time",1,4,0,statement
440,teamGeo,teamConstr,"Structural Geologist: 37,3 looks quite desperate for amount of water available... // 6:56 Illinois time",1,4,0,statement
441,teamConstr,teamConstr,"Operations Specialist: 37,3 doesn't really work for the structural geologist",1,4,0,statement
442,con2,geo1,pe pe,1,4,0,statement
443,teamGeo,teamGeo,"Structural Geologist: 29,19 is good! // 6:57 illinois time",1,4,0,statement
444,geo1,con2,pi pi,1,4,0,statement
445,teamvc,teamvc,"Martian Meteorology Specialist: What about 37,3? there's a lot of water there, and while it's slightly contaminated, it's workable. \n",1,4,4,question
446,geo3,con1,"37,3 is dirty but we can bet about 46,000 from it",1,4,0,statement
447,teamvc,teamvc,"Martian Terrain Specialist: Yeah, we're trying 29,19",1,4,0,statement
448,teamConstr,teamConstr,"Operations Specialist: hello materials specialist have you looked at 29,19",1,4,0,statement
449,teamConstr,teamConstr,Operations Specialist: 6:59,1,4,0,statement
450,teamConstr,teamGeo,"Materials Specialist: 37,3 works well for us",1,4,0,statement
451,teamGeo,teamGeo,"Sedimentologist: I mean, on our end we estimate about 46,000 from it based upon loss and filtration needs. WHat are you seeing? Hit that like button. 13:59",1,4,0,statement
452,teamEng,teamConstr,Fluid Engineer: that's a no go - 0 water available according to structural geologist,1,4,0,statement
453,teamGeo,teamGeo,"Structural Geologist: lmao, ok noted on the water loss for 37,36 and 7,38 ~ searching for more locations! // 7:00 Illinois time",1,4,0,statement
454,teamGeo,teamGeo,"Structural Geologist: oops sorry didn't mean to write 37,36 in the last message! meant 7,38 and 20,44 // 7:01 illinois time",1,4,0,statement
455,teamvc,teamvc,"Martian Meteorology Specialist: Also, 29,19 is a great option among us!!! We LOVE this one!\n",1,4,0,statement
456,teamGeo,teamGeo,"Sedimentologist: 29, 19 lookin fine but expensive. Looks like we can get something like 138k out of it 16:02",1,4,0,statement
457,teamConstr,teamConstr,"Materials Specialist: yes, it works well for me",1,4,0,statement
